ts_utc,kind,magic,side,why,reason,ok,signal_time_utc,decision_time_utc,signal_age_seconds,reversal_direction,reversal_brick_price,reversal_brick_index,m1_closed_bar_time_utc,bid_at_decision,ask_at_decision,spread_at_decision,quote_at_decision,chase_price_signed,chase_points_signed,atr_m1_14_at_decision,atr_over_brick_at_decision,ema20_at_decision,ema50_at_decision,shadow_chase_50_pass,shadow_chase_100_pass,requested_price,fill_price,fill_distance_from_brick,adverse_slippage_price,adverse_slippage_points,slippage_usd,bid,ask,spread,bid_after_fill,ask_after_fill,spread_after_fill,latency_ms,retcode,broker_comment,deal,order,request_id,basket_before,positions,recovery,cycle_direction,protection_state,daily_total,trail_armed,peak,floor,trigger_total,final_total,execution_gap,day,bot_value,activate,giveback,daily_loss_limit,balance,equity,margin,margin_free,margin_level
2026-08-12T07:08:21.014,signal_seen,770407,,,,,2026-08-12T07:07:00,2026-08-12T07:08:20.745,80.746,BUY,63671.23,2569,2026-08-12T07:07:00,63723.58,63733.58,10.0,63733.58,62.35,6235.0,22.79,0.4558,63648.5357,63636.5859,False,True,,,,,,,,,,,,,,,,,,,,1,True,BUY,ACTIVE,4.31,False,,,,,,,,,,,,,,,
2026-08-12T07:08:21.911,order_open,770407,BUY,recovery add #2,,True,2026-08-12T07:07:00,2026-08-12T07:08:21.085,81.085,BUY,63671.23,2569,2026-08-12T07:07:00,63723.24,63733.24,10.0,63733.24,62.01,6201.0,22.79,0.4558,63648.5357,63636.5859,False,True,63733.24,63733.1,61.87,-0.14,-14.0,0.0014,63723.24,63733.24,10.0,63723.1,63733.1,10.0,607.5,10009,ok,534168561,1038106064,3402256326,1,,,,,,,,,,,,,,,,,114.74,113.75,3.19,110.56,3565.8
2026-08-12T08:03:12.197,close_decided,770407,,recovered - own cycle P&L +0.31 (realised +0.00 + floating +0.31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.74,115.05,3.19,111.86,3606.6
2026-08-12T08:03:12.752,order_close,770407,BUY,recovered - own cycle P&L +0.31 (realised +0.00 + floating +0.31),,True,,,,,,,,,,,,,,,,,,,,63787.95,63783.1,,,,-0.0485,63787.95,63797.95,10.0,,,,555.2,10009,ok,534192068,1038132271,,,,,,,,,,,,,,,,,,,,,,,
2026-08-12T08:03:13.378,order_close,770407,BUY,recovered - own cycle P&L +0.31 (realised +0.00 + floating +0.31),,True,,,,,,,,,,,,,,,,,,,,63783.1,63784.1,,,,0.01,63783.1,63793.1,10.0,,,,617.3,10009,ok,534192077,1038132274,,,,,,,,,,,,,,,,,,,,,,,
2026-08-12T12:31:27.920,signal_seen,770407,,,,,2026-08-12T12:30:00,2026-08-12T12:31:27.730,87.73,SELL,64221.23,2583,2026-08-12T12:30:00,64072.82,64082.82,10.0,64072.82,148.41,14841.0,64.1871,1.2837,64234.0411,64202.4464,False,False,,,,,,,,,,,,,,,,,,,,0,False,,ACTIVE,5.41,False,,,,,,,,,,,,,,,
2026-08-12T12:31:28.031,signal_skipped,770407,,,combo_big_brick,,2026-08-12T12:30:00,2026-08-12T12:31:27.730,87.73,SELL,64221.23,2583,2026-08-12T12:30:00,64072.82,64082.82,10.0,64072.82,148.41,14841.0,64.1871,1.2837,64234.0411,64202.4464,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-12T14:11:07.513,signal_seen,770407,,,,,2026-08-12T14:10:00,2026-08-12T14:11:07.281,67.282,BUY,63671.23,2597,2026-08-12T14:10:00,63793.03,63803.03,10.0,63803.03,131.8,13180.0,72.5543,1.4511,63718.7573,63815.6334,False,False,,,,,,,,,,,,,,,,,,,,0,False,,ACTIVE,5.41,False,,,,,,,,,,,,,,,
2026-08-12T14:11:07.640,signal_skipped,770407,,,combo_big_brick,,2026-08-12T14:10:00,2026-08-12T14:11:07.281,67.282,BUY,63671.23,2597,2026-08-12T14:10:00,63793.03,63803.03,10.0,63803.03,131.8,13180.0,72.5543,1.4511,63718.7573,63815.6334,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-12T14:30:05.400,signal_seen,770407,,,,,2026-08-12T14:29:00,2026-08-12T14:30:05.145,65.145,SELL,63671.23,2600,2026-08-12T14:29:00,63578.83,63588.83,10.0,63578.83,92.4,9240.0,56.1907,1.1238,63699.8871,63758.6653,False,True,,,,,,,,,,,,,,,,,,,,0,False,,ACTIVE,5.41,False,,,,,,,,,,,,,,,
