position_id,instrumentation,opened,closed,duration_s,duration_min,side,volume,entry,exit,pnl,won,move_pts,move_pct,move_in_atr15,velocity_pts_min,mfe_pts,mae_pts,exit_reason,hour,weekday,spread_at_entry,M5_close,M5_atr,M5_vs_ema21,M5_ema_cross,M5_structure,M5_slope5,M5_donchian,M5_pct_of_range,M15_close,M15_atr,M15_vs_ema21,M15_ema_cross,M15_structure,M15_slope5,M15_donchian,M15_pct_of_range,H1_close,H1_atr,H1_vs_ema21,H1_ema_cross,H1_structure,H1_slope5,H1_donchian,H1_pct_of_range,H4_close,H4_atr,H4_vs_ema21,H4_ema_cross,H4_structure,H4_slope5,H4_donchian,H4_pct_of_range,M5_aligned,M15_aligned,H1_aligned,H4_aligned,entry_candle_dir,entry_candle_range,entry_body_pct,entry_upper_wick_pct,entry_lower_wick_pct,entry_tick_volume,entry_spread_pts
2949834971,False,2026-07-12T10:15:01,2026-07-12T12:30:46,8145,135.8,BUY,0.02,63894.16,64004.67,2.21,True,110.5,0.173,1.09,0.8,,,,10,Sunday,10.0,63883.6,61.6,below,bull,mixed,-57.7,inside,58.8,63883.6,103.1,below,bear,LH_LL,-57.1,inside,61.8,63915.57,246.9,below,bear,LH_LL,-44.4,inside,37.3,63834.27,549.6,above,bull,mixed,-304.9,inside,72.8,False,False,False,True,,,,,,,
2950009995,False,2026-07-12T13:50:00,2026-07-12T13:51:24,84,1.4,BUY,0.02,63971.880000000005,63985.33,0.27,True,13.4,0.021,0.16,9.6,,,[tp 63985.33000],13,Sunday,10.0,63963.96,47.3,below,bull,LH_LL,-17.7,inside,25.1,63999.13,86.7,above,bull,mixed,-10.8,inside,74.7,63982.41,242.9,below,bear,HH_HL,148.1,inside,47.6,63962.32,493.5,above,bull,mixed,-158.4,inside,77.0,False,True,False,True,,,,,,,
2950015136,False,2026-07-12T14:00:01,2026-07-12T14:04:59,298,5.0,BUY,0.02,63981.97,63992.13,0.2,True,10.2,0.0159,0.12,2.0,,,[tp 63992.13000],14,Sunday,10.0,63972.57,47.4,below,bull,HH_HL,-40.3,inside,20.3,63972.57,86.3,above,bull,LH_LL,-16.0,inside,67.8,63972.57,220.1,below,bear,mixed,31.8,inside,46.4,63962.32,493.5,above,bull,mixed,-158.4,inside,77.0,False,True,False,True,,,,,,,
2950019658,False,2026-07-12T14:10:01,2026-07-12T14:32:18,1337,22.3,BUY,0.02,63966.58,63978.94,0.25,True,12.4,0.0193,0.14,0.6,,,[tp 63978.94000],14,Sunday,10.0,63957.39,49.0,below,bear,mixed,-41.7,inside,10.3,63972.57,86.3,above,bull,LH_LL,-16.0,inside,67.8,63972.57,220.1,below,bear,mixed,31.8,inside,46.4,63962.32,493.5,above,bull,mixed,-158.4,inside,77.0,False,True,False,True,,,,,,,
2950059187,False,2026-07-12T14:50:01,2026-07-12T15:20:45,1844,30.7,SELL,0.02,64133.58,64101.5,0.64,True,32.1,0.05,0.33,1.0,,,[tp 64101.50000],14,Sunday,10.0,64133.58,53.0,above,bull,HH_HL,181.1,breakout_up,147.1,64020.03,84.7,above,bull,HH_HL,17.4,inside,76.4,63972.57,220.1,below,bear,mixed,31.8,inside,46.4,63962.32,493.5,above,bull,mixed,-158.4,inside,77.0,False,False,True,False,,,,,,,
2950152984,False,2026-07-12T16:15:01,2026-07-12T16:21:04,363,6.0,BUY,0.01,64039.86,64079.29,0.39,True,39.4,0.0616,0.37,6.5,,,[tp 64079.29000],16,Sunday,10.0,64026.87,68.4,below,bull,mixed,-115.1,inside,25.0,64026.87,104.7,above,bull,LH_LL,-124.1,inside,52.1,64132.15,213.1,above,bull,mixed,310.4,inside,65.6,64132.15,488.5,above,bull,HH_HL,-104.8,inside,80.9,False,True,True,True,,,,,,,
2950218183,False,2026-07-12T17:55:00,2026-07-12T18:01:38,398,6.6,BUY,0.06,64030.6,64064.79,2.05,True,34.2,0.0534,0.31,5.2,,,[tp 64064.79000],17,Sunday,10.0,64018.52,45.6,below,bear,LH_LL,-67.0,inside,12.9,64111.22,103.2,above,bull,mixed,-24.3,inside,57.7,64123.39,217.5,above,bull,LH_LL,161.1,inside,64.5,64132.15,488.5,above,bull,HH_HL,-104.8,inside,80.9,False,True,True,True,,,,,,,
2950247040,False,2026-07-12T18:33:50,2026-07-12T21:32:26,10716,178.6,SELL,0.17,64043.92,64029.51,2.45,True,14.4,0.0225,0.15,0.1,,,[tp 64029.51000],18,Sunday,10.0,64032.37,46.0,below,bear,mixed,-7.7,inside,36.4,64032.37,100.0,below,bull,LH_LL,-64.6,inside,35.1,64036.79,213.6,above,bull,LH_LL,54.4,inside,56.2,64132.15,488.5,above,bull,HH_HL,-104.8,inside,80.9,True,True,False,False,,,,,,,
2950596853,False,2026-07-12T22:20:02,2026-07-12T22:20:48,46,0.8,BUY,0.01,63632.93,63682.2,0.49,True,49.3,0.0774,0.48,64.3,,,[tp 63682.20000],22,Sunday,10.0,63647.84,89.8,below,bear,LH_LL,-205.2,inside,0.7,63748.95,91.6,below,bear,LH_LL,-407.6,breakout_dn,-25.3,63883.53,195.6,below,bull,LH_LL,-239.9,inside,44.2,64191.25,469.3,above,bull,mixed,418.3,inside,79.4,False,False,False,True,,,,,,,
2950645296,False,2026-07-12T22:36:21,2026-07-12T22:36:27,6,0.1,SELL,0.01,63803.5,63791.96,0.12,True,11.5,0.0181,0.11,115.4,,,[tp 63791.96000],22,Sunday,10.0,63765.58,101.4,below,bear,mixed,-1.2,inside,25.0,63794.88,102.4,below,bear,LH_LL,-374.4,inside,25.3,63883.53,195.6,below,bull,LH_LL,-239.9,inside,44.2,64191.25,469.3,above,bull,mixed,418.3,inside,79.4,True,True,True,False,,,,,,,
2950671145,False,2026-07-12T22:46:40,2026-07-12T22:52:43,363,6.0,BUY,0.01,63719.64,63738.52,0.19,True,18.9,0.0296,0.16,3.1,,,[tp 63738.52000],22,Sunday,10.0,63736.34,102.0,below,bear,mixed,88.5,inside,19.9,63736.34,103.5,below,bear,HH_HL,-330.9,inside,18.4,63883.53,195.6,below,bull,LH_LL,-239.9,inside,44.2,64191.25,469.3,above,bull,mixed,418.3,inside,79.4,False,False,False,True,,,,,,,
2950723602,False,2026-07-12T22:59:57,2026-07-13T00:05:17,3920,65.3,BUY,0.01,63851.37,63888.22,0.37,True,36.8,0.0577,0.31,0.6,,,[tp 63888.22000],22,Sunday,10.0,63778.56,109.0,below,bear,HH_HL,-16.3,inside,27.6,63736.34,103.5,below,bear,HH_HL,-330.9,inside,18.4,63883.53,195.6,below,bull,LH_LL,-239.9,inside,44.2,64191.25,469.3,above,bull,mixed,418.3,inside,79.4,False,False,False,True,,,,,,,
2951243677,False,2026-07-13T01:35:01,2026-07-13T01:35:53,52,0.9,BUY,0.01,63573.67,63618.4,0.44,True,44.7,0.0704,0.16,51.6,,,[tp 63618.40000],1,Monday,10.0,63558.1,196.3,below,bear,LH_LL,-117.0,inside,3.3,63685.42,274.2,below,bear,mixed,-567.2,inside,18.0,64020.18,244.2,above,bear,mixed,-171.1,inside,64.5,63747.81,446.1,below,bull,LH_LL,-433.9,inside,59.8,False,False,True,False,,,,,,,
2955745099,False,2026-07-13T19:06:41,2026-07-13T19:35:59,1758,29.3,BUY,0.01,61957.18,62057.78,1.01,True,100.6,0.1624,0.58,3.4,,,,19,Monday,10.0,61944.37,103.4,below,bear,LH_LL,27.7,inside,42.8,61951.18,186.6,below,bear,HH_HL,-76.6,inside,17.2,61951.18,382.0,below,bear,LH_LL,-301.2,inside,4.9,62545.41,591.3,below,bear,LH_LL,-1645.8,inside,5.2,False,False,False,False,,,,,,,
2955868939,False,2026-07-13T19:45:02,2026-07-13T20:18:32,2010,33.5,SELL,0.01,62101.81,62053.67,0.48,True,48.1,0.0775,0.28,1.4,,,[tp 62053.67000],19,Monday,10.0,62099.38,76.8,above,bull,HH_HL,144.4,breakout_up,105.5,62099.38,177.6,below,bear,HH_HL,219.4,inside,30.0,61951.18,382.0,below,bear,LH_LL,-301.2,inside,4.9,62545.41,591.3,below,bear,LH_LL,-1645.8,inside,5.2,False,True,True,True,,,,,,,
2955982444,False,2026-07-13T20:18:33,2026-07-13T21:01:42,2589,43.1,BUY,0.01,62056.68,62149.73,0.93,True,93.1,0.1499,0.57,2.2,,,[tp 62149.73000],20,Monday,10.0,62148.03,72.3,above,bull,LH_LL,53.6,inside,75.0,62148.03,165.1,below,bear,HH_HL,196.8,inside,34.1,62203.16,373.2,below,bear,HH_HL,-518.3,inside,17.1,62203.16,636.1,below,bear,LH_LL,-1544.6,inside,6.8,True,False,False,False,,,,,,,
2956058278,False,2026-07-13T21:01:44,2026-07-13T21:25:45,1441,24.0,SELL,0.01,62152.61,61974.79,1.78,True,177.8,0.2861,1.14,7.4,,,[tp 61974.79000],21,Monday,10.0,62130.87,77.9,above,bull,HH_HL,-17.0,inside,63.3,62130.87,162.0,below,bear,LH_LL,31.5,inside,43.6,62130.87,380.8,below,bear,HH_HL,-414.5,inside,14.4,62203.16,636.1,below,bear,LH_LL,-1544.6,inside,6.8,False,True,True,True,,,,,,,
2956071210,False,2026-07-13T21:25:46,2026-07-13T22:01:40,2154,35.9,BUY,0.01,61940.32,62063.07,1.23,True,122.8,0.1982,0.83,3.4,,,[tp 62063.07000],21,Monday,10.0,62015.46,75.8,below,bear,mixed,-115.4,inside,14.6,62042.82,156.1,below,bear,HH_HL,-160.3,inside,35.8,62130.87,380.8,below,bear,HH_HL,-414.5,inside,14.4,62203.16,636.1,below,bear,LH_LL,-1544.6,inside,6.8,False,False,False,False,,,,,,,
2956102705,False,2026-07-13T22:01:43,2026-07-13T22:39:56,2293,38.2,SELL,0.01,62061.11,61986.05,0.75,True,75.1,0.1209,0.49,2.0,,,[tp 61986.05000],22,Monday,10.0,61998.25,88.6,below,bear,HH_HL,-0.1,inside,45.8,61998.25,148.3,below,bear,HH_HL,-113.5,inside,40.8,61998.25,381.8,below,bear,LH_LL,-218.8,inside,10.9,62203.16,636.1,below,bear,LH_LL,-1544.6,inside,6.8,True,True,True,True,,,,,,,
2956175699,False,2026-07-13T22:39:57,2026-07-13T23:16:02,2165,36.1,BUY,0.01,61994.76,62011.41,0.16,True,16.7,0.0269,0.11,0.5,,,[tp 62011.41000],22,Monday,10.0,62030.11,96.4,below,bull,mixed,-73.6,inside,60.0,62094.65,150.1,below,bear,HH_HL,51.8,inside,68.5,61998.25,381.8,below,bear,LH_LL,-218.8,inside,10.9,62203.16,636.1,below,bear,LH_LL,-1544.6,inside,6.8,False,False,False,False,,,,,,,
2956251632,False,2026-07-13T23:16:32,2026-07-14T19:17:41,72069,1201.2,SELL,0.01,61997.73,64559.060000000005,-25.61,False,-2561.3,-4.1313,-15.68,-2.1,,,,23,Monday,10.0,61972.07,77.7,below,bear,HH_HL,14.6,inside,47.3,61972.07,161.3,below,bear,LH_LL,-26.2,inside,44.1,61842.84,380.8,below,bear,mixed,13.7,inside,5.3,62203.16,636.1,below,bear,LH_LL,-1544.6,inside,6.8,True,True,True,True,,,,,,,
2961386938,False,2026-07-14T19:52:35,2026-07-14T20:06:30,835,13.9,SELL,0.01,64580.880000000005,64443.53,1.37,True,137.4,0.2127,0.81,9.9,,,[tp 64443.53000],19,Tuesday,10.0,64557.54,72.0,above,bear,HH_HL,-17.8,inside,52.6,64506.16,176.6,above,bull,LH_LL,31.0,inside,63.2,64529.18,422.0,above,bull,mixed,760.2,inside,87.3,64704.86,712.7,above,bear,HH_HL,2501.7,breakout_up,108.6,False,False,False,False,,,,,,,
2961428358,False,2026-07-14T20:06:31,2026-07-14T21:08:10,3699,61.6,BUY,0.01,64453.76,64557.64,1.04,True,103.9,0.1612,0.6,1.7,,,[tp 64557.64000],20,Tuesday,10.0,64475.74,77.3,below,bear,LH_LL,3.5,inside,19.1,64534.72,170.5,above,bull,HH_HL,-7.3,inside,63.4,64534.72,425.1,above,bull,HH_HL,296.0,inside,87.5,64534.72,735.3,above,bull,mixed,2268.9,inside,87.7,False,True,True,True,,,,,,,
2961537012,False,2026-07-14T21:08:11,2026-07-14T21:43:56,2145,35.8,SELL,0.01,64558.22,64704.2,-1.46,False,-146.0,-0.2261,-1.14,-4.1,,,,21,Tuesday,10.0,64510.6,66.9,above,bear,mixed,112.2,inside,46.1,64510.28,127.8,above,bull,HH_HL,4.1,inside,48.3,64510.28,422.4,above,bull,LH_LL,-194.6,inside,84.8,64534.72,735.3,above,bull,mixed,2268.9,inside,87.7,False,False,False,False,,,,,,,
2961559774,False,2026-07-14T21:42:05,2026-07-14T21:43:55,110,1.8,SELL,0.01,64834.15,64700.71,1.33,True,133.4,0.2058,1.09,72.8,,,,21,Tuesday,10.0,64690.54,62.0,above,bull,HH_HL,115.8,breakout_up,114.7,64616.99,115.8,above,bull,HH_HL,200.3,inside,64.8,64510.28,422.4,above,bull,LH_LL,-194.6,inside,84.8,64534.72,735.3,above,bull,mixed,2268.9,inside,87.7,False,False,False,False,,,,,,,
2961561414,False,2026-07-14T21:43:57,2026-07-14T21:51:17,440,7.3,SELL,0.01,64687.32,64610.68,0.76,True,76.6,0.1185,0.62,10.5,,,[tp 64610.68000],21,Tuesday,10.0,64690.54,62.0,above,bull,HH_HL,115.8,breakout_up,114.7,64616.99,115.8,above,bull,HH_HL,200.3,inside,64.8,64510.28,422.4,above,bull,LH_LL,-194.6,inside,84.8,64534.72,735.3,above,bull,mixed,2268.9,inside,87.7,False,False,False,False,,,,,,,
2961568854,False,2026-07-14T21:53:59,2026-07-14T22:20:00,1561,26.0,BUY,0.01,64620.810000000005,64727.95,1.07,True,107.1,0.1658,0.84,4.1,,,[tp 64727.95000],21,Tuesday,10.0,64658.92,77.2,above,bull,LH_LL,71.9,inside,58.9,64691.14,123.0,above,bull,HH_HL,284.5,inside,76.0,64510.28,422.4,above,bull,LH_LL,-194.6,inside,84.8,64534.72,735.3,above,bull,mixed,2268.9,inside,87.7,True,True,True,True,,,,,,,
2961614356,False,2026-07-14T22:20:01,2026-07-15T00:16:55,7014,116.9,SELL,0.01,64716.77,64852.19,-1.35,False,-135.4,-0.2093,-0.84,-1.2,,,,22,Tuesday,10.0,64720.0,90.5,above,bull,HH_HL,109.7,inside,71.4,64498.34,127.1,above,bull,LH_LL,-11.9,inside,46.4,64624.34,439.5,above,bull,HH_HL,-70.7,inside,88.8,64534.72,735.3,above,bull,mixed,2268.9,inside,87.7,False,False,False,False,,,,,,,
2961752873,False,2026-07-14T23:42:45,2026-07-15T00:16:53,2048,34.1,SELL,0.01,64964.89,64846.96,1.18,True,117.9,0.1815,0.68,3.5,,,,23,Tuesday,10.0,64935.28,89.4,above,bull,HH_HL,-24.0,inside,75.7,64867.39,175.2,above,bull,mixed,369.1,inside,69.3,64808.78,461.0,above,bull,mixed,228.1,inside,95.7,64534.72,735.3,above,bull,mixed,2268.9,inside,87.7,False,False,False,False,,,,,,,
2961814384,False,2026-07-15T00:16:57,2026-07-15T05:58:49,20512,341.9,BUY,0.01,64857.060000000005,64892.82,0.36,True,35.8,0.0551,0.2,0.1,,,[tp 64892.82000],0,Wednesday,10.0,64867.86,76.3,below,bull,LH_LL,-115.0,inside,48.3,64867.86,178.4,above,bull,mixed,59.1,inside,69.4,64982.9,466.1,above,bull,mixed,453.7,inside,96.4,64982.9,761.4,above,bull,HH_HL,2490.6,breakout_up,101.8,False,True,True,True,,,,,,,
2962485858,False,2026-07-15T05:58:51,2026-07-15T06:57:08,3497,58.3,SELL,0.01,64908.44,64815.04,0.93,True,93.4,0.1439,0.68,1.6,,,[tp 64815.04000],5,Wednesday,10.0,64726.83,68.4,above,bull,HH_HL,134.1,inside,60.8,64655.76,131.8,below,bear,HH_HL,-50.7,inside,54.5,64698.83,345.6,above,bull,HH_HL,-284.1,inside,85.6,64733.95,783.7,above,bull,mixed,2263.7,inside,89.4,False,True,False,False,,,,,,,
2962689356,False,2026-07-15T07:00:11,2026-07-15T09:17:56,8265,137.8,BUY,0.01,64757.04,64807.89,0.51,True,50.8,0.0785,0.3,0.4,,,[tp 64807.89000],7,Wednesday,10.0,64766.92,132.4,below,bull,LH_LL,-433.4,inside,29.8,64766.92,174.5,above,bull,LH_LL,111.2,inside,41.3,64766.92,327.3,above,bull,HH_HL,142.8,inside,87.5,64733.95,783.7,above,bull,mixed,2263.7,inside,89.4,False,True,True,True,,,,,,,
2963208475,False,2026-07-15T09:18:50,2026-07-15T09:41:00,1330,22.2,SELL,0.01,64868.92,64700.35,1.69,True,168.6,0.2599,1.03,7.6,,,[tp 64700.35000],9,Wednesday,10.0,64791.63,67.3,above,bull,HH_HL,108.6,inside,99.1,64791.63,175.9,above,bear,HH_HL,291.9,inside,44.7,64718.74,323.7,above,bull,mixed,-15.2,inside,79.4,64499.68,799.3,above,bull,mixed,1729.9,inside,82.4,False,False,False,False,,,,,,,
2963371195,False,2026-07-15T10:05:14,2026-07-15T10:28:18,1384,23.1,SELL,0.01,64743.83,64593.93,1.5,True,149.9,0.2315,0.99,6.5,,,[tp 64593.93000],10,Wednesday,10.0,64719.79,71.8,above,bear,mixed,-9.5,inside,56.7,64619.28,159.0,below,bear,LH_LL,-68.0,inside,23.5,64619.28,327.3,above,bull,HH_HL,-79.6,inside,64.0,64499.68,799.3,above,bull,mixed,1729.9,inside,82.4,False,True,False,False,,,,,,,
2963477586,False,2026-07-15T10:28:19,2026-07-15T11:03:01,2082,34.7,BUY,0.01,64579.93,64645.44,0.65,True,65.5,0.1014,0.45,1.9,,,[tp 64645.44000],10,Wednesday,10.0,64625.25,78.1,below,bear,LH_LL,6.0,inside,16.1,64741.53,151.3,above,bull,mixed,22.8,inside,38.5,64619.28,327.3,above,bull,HH_HL,-79.6,inside,64.0,64499.68,799.3,above,bull,mixed,1729.9,inside,82.4,False,True,True,True,,,,,,,
2963921135,False,2026-07-15T12:15:05,2026-07-15T16:12:19,14234,237.2,SELL,0.01,64710.92,65087.07,-3.76,False,-376.2,-0.5813,-3.0,-1.6,,,,12,Wednesday,10.0,64664.62,62.7,above,bull,HH_HL,30.6,inside,72.7,64664.62,117.6,above,bear,LH_LL,60.8,inside,53.1,64680.84,314.4,above,bull,LH_LL,-86.1,inside,49.4,64680.84,703.5,above,bull,mixed,-24.0,inside,83.9,False,False,False,False,,,,,,,
2965298225,False,2026-07-15T15:33:34,2026-07-15T16:12:18,2324,38.7,SELL,0.01,65453.65,65087.04,3.67,True,366.6,0.5601,1.28,9.5,,,,15,Wednesday,10.0,65336.04,159.3,above,bull,HH_HL,92.9,inside,80.2,65336.04,278.7,above,bull,mixed,106.8,inside,81.2,65335.23,359.3,above,bull,mixed,716.0,inside,83.8,64680.84,703.5,above,bull,mixed,-24.0,inside,83.9,False,False,False,False,,,,,,,
2965466689,False,2026-07-15T16:12:20,2026-07-15T17:46:29,5649,94.2,BUY,0.01,65076.73,65109.21,0.32,True,32.5,0.0499,0.11,0.3,,,[tp 65109.21000],16,Wednesday,10.0,65132.02,146.9,below,bear,LH_LL,-291.7,inside,22.6,65364.86,292.4,above,bull,HH_HL,48.3,inside,84.1,65364.86,369.0,above,bull,HH_HL,761.0,inside,86.4,65364.86,734.6,above,bull,HH_HL,830.1,breakout_up,103.5,False,True,True,True,,,,,,,
2965954979,False,2026-07-15T17:46:30,2026-07-15T18:51:40,3910,65.2,SELL,0.01,65114.76,64911.84,2.03,True,202.9,0.3116,0.93,3.1,,,[tp 64911.84000],17,Wednesday,10.0,64981.94,108.9,below,bear,HH_HL,23.7,inside,37.4,64981.94,227.8,below,bear,mixed,-131.4,inside,39.0,65063.26,398.5,above,bull,LH_LL,382.4,inside,58.5,65364.86,734.6,above,bull,HH_HL,830.1,breakout_up,103.5,True,True,False,False,,,,,,,
2966296232,False,2026-07-15T18:51:42,2026-07-15T19:55:08,3806,63.4,BUY,0.01,64913.85,64948.35,0.34,True,34.5,0.0531,0.17,0.5,,,[tp 64948.35000],18,Wednesday,10.0,64967.88,91.9,below,bear,LH_LL,-74.9,inside,27.3,64932.81,202.6,below,bear,LH_LL,-58.1,inside,25.1,65003.93,389.4,above,bull,mixed,-97.1,inside,51.2,65364.86,734.6,above,bull,HH_HL,830.1,breakout_up,103.5,False,False,True,True,,,,,,,
2966529371,False,2026-07-15T19:55:10,2026-07-15T21:04:59,4189,69.8,SELL,0.01,64951.86,64919.49,0.33,True,32.4,0.0498,0.19,0.5,,,[tp 64919.49000],19,Wednesday,10.0,64939.48,85.0,above,bear,mixed,133.1,inside,61.0,64942.24,174.2,below,bear,HH_HL,-72.6,inside,29.0,64820.67,398.2,above,bull,LH_LL,-234.0,inside,34.9,65364.86,734.6,above,bull,HH_HL,830.1,breakout_up,103.5,False,True,False,False,,,,,,,
2966670212,False,2026-07-15T21:10:43,2026-07-15T22:48:37,5874,97.9,BUY,0.01,64855.07,64913.52,0.59,True,58.4,0.0901,0.43,0.6,,,[tp 64913.52000],21,Wednesday,10.0,64901.6,55.8,below,bear,LH_LL,-57.1,inside,58.3,64925.45,133.8,below,bear,LH_LL,-16.8,inside,27.1,64925.45,369.8,above,bull,HH_HL,-439.4,inside,44.2,64938.16,754.9,above,bull,mixed,-44.7,inside,83.8,False,False,True,True,,,,,,,
2966875126,False,2026-07-15T23:41:21,2026-07-16T00:02:17,1256,20.9,BUY,0.01,64719.6,64776.31,0.56,True,56.7,0.0876,0.55,2.7,,,[tp 64776.31000],23,Wednesday,10.0,64762.67,60.0,below,bear,LH_LL,-110.6,inside,18.8,64811.8,98.6,below,bear,LH_LL,45.6,inside,31.0,64820.88,355.8,above,bull,LH_LL,-183.1,inside,34.9,64938.16,754.9,above,bull,mixed,-44.7,inside,83.8,False,False,True,True,,,,,,,
2966926695,False,2026-07-16T00:10:03,2026-07-16T00:20:32,629,10.5,SELL,0.01,64802.44,64644.36,1.58,True,158.1,0.2439,1.46,15.1,,,[tp 64644.36000],0,Thursday,10.0,64795.77,65.1,above,bear,HH_HL,100.5,inside,51.1,64715.48,105.7,below,bear,LH_LL,-123.8,inside,15.1,64715.48,354.2,below,bull,LH_LL,-105.2,inside,25.6,64715.48,716.6,above,bull,LH_LL,-18.5,inside,78.0,False,True,True,False,,,,,,,
2966946374,False,2026-07-16T00:20:45,2026-07-16T01:49:33,5328,88.8,BUY,0.01,64648.9,64727.47,0.78,True,78.6,0.1215,0.63,0.9,,,[tp 64693.28000],0,Thursday,10.0,64680.77,68.1,below,bear,LH_LL,-65.2,inside,12.3,64783.21,108.6,below,bear,HH_HL,-37.7,inside,37.6,64715.48,354.2,below,bull,LH_LL,-105.2,inside,25.6,64715.48,716.6,above,bull,LH_LL,-18.5,inside,78.0,False,False,False,True,,,,,,,
2967246359,False,2026-07-16T02:30:02,2026-07-16T03:36:04,3962,66.0,BUY,0.01,64631.98,64696.41,0.64,True,64.4,0.0997,0.42,1.0,,,[tp 64696.41000],2,Thursday,10.0,64624.35,88.1,above,bull,mixed,-19.6,inside,63.6,64624.35,149.7,below,bear,LH_LL,63.9,inside,47.2,64690.58,383.1,below,bull,LH_LL,-234.9,inside,23.3,64715.48,716.6,above,bull,LH_LL,-18.5,inside,78.0,True,False,False,True,,,,,,,
2967383781,False,2026-07-16T03:48:28,2026-07-16T04:31:52,2604,43.4,BUY,0.01,64542.65,64613.08,0.7,True,70.4,0.1091,0.52,1.6,,,[tp 64613.08000],3,Thursday,10.0,64611.47,67.5,above,bull,LH_LL,52.9,inside,49.0,64611.47,147.8,below,bear,HH_HL,-12.9,inside,45.1,64590.85,347.3,below,bear,mixed,-197.8,inside,20.6,64715.48,716.6,above,bull,LH_LL,-18.5,inside,78.0,True,False,False,True,,,,,,,
2967527231,False,2026-07-16T05:11:30,2026-07-16T07:15:11,7421,123.7,SELL,0.01,64628.57,64577.48,0.52,True,51.1,0.0791,0.42,0.4,,,[tp 64577.48000],5,Thursday,10.0,64624.95,60.9,above,bull,HH_HL,68.8,inside,65.6,64584.98,122.3,below,bear,LH_LL,-26.5,inside,52.5,64584.98,289.9,below,bear,LH_LL,-130.5,inside,20.1,64564.87,691.3,above,bull,LH_LL,65.2,inside,74.0,False,True,True,False,,,,,,,
2967905748,False,2026-07-16T07:15:12,2026-07-16T14:27:44,25952,432.5,BUY,0.01,64577.91,64661.46,0.83,True,83.5,0.1294,0.64,0.2,,,[tp 64661.46000],7,Thursday,10.0,64593.65,77.8,below,bear,LH_LL,-130.3,inside,4.3,64593.65,127.3,below,bull,LH_LL,-272.3,inside,24.1,64718.97,268.7,below,bear,mixed,28.4,inside,31.2,64564.87,691.3,above,bull,LH_LL,65.2,inside,74.0,False,False,False,True,,,,,,,
2970392422,False,2026-07-16T14:27:45,2026-07-16T14:51:02,1397,23.3,SELL,0.01,64706.880000000005,64601.58,1.05,True,105.3,0.1627,0.48,4.5,,,[tp 64601.58000],14,Thursday,10.0,64557.08,155.6,above,bull,LH_LL,229.2,inside,87.9,64577.17,202.5,above,bull,HH_HL,671.5,breakout_up,123.3,64327.84,341.8,below,bear,HH_HL,256.7,inside,39.4,64196.42,729.8,above,bull,LH_LL,-1168.4,inside,64.3,False,False,True,False,,,,,,,
2970528204,False,2026-07-16T14:51:03,2026-07-16T16:02:13,4270,71.2,SELL,0.01,64594.26,64567.27,0.27,True,27.0,0.0418,0.11,0.4,,,[tp 64567.27000],14,Thursday,10.0,64651.12,168.7,above,bull,HH_HL,94.0,inside,81.7,64692.31,224.0,above,bull,mixed,492.9,inside,88.1,64327.84,341.8,below,bear,HH_HL,256.7,inside,39.4,64196.42,729.8,above,bull,LH_LL,-1168.4,inside,64.3,False,False,True,False,,,,,,,
2970951744,False,2026-07-16T16:02:15,2026-07-18T18:25:02,181367,3022.8,BUY,0.01,64560.25,64615.21,0.55,True,55.0,0.0851,0.2,0.0,73.1,644.1,[tp 64615.21000],16,Thursday,10.0,64656.7,152.5,above,bull,LH_LL,-74.6,inside,67.5,64656.7,286.2,above,bull,mixed,-35.6,inside,81.6,64656.7,365.8,above,bear,mixed,498.7,inside,70.6,64656.7,777.4,above,bull,mixed,-281.5,inside,76.4,True,True,True,True,,,,,,,
2977725336,False,2026-07-18T18:25:03,2026-07-19T04:12:59,35276,587.9,SELL,0.01,64579.61,64568.74,0.11,True,10.9,0.0168,0.1,0.0,153.2,350.4,[tp 64568.74000],18,Saturday,10.0,64568.66,70.1,above,bull,HH_HL,133.8,breakout_up,122.3,64431.14,94.8,above,bull,mixed,178.7,inside,95.9,64434.84,126.7,above,bull,HH_HL,273.0,breakout_up,134.7,64070.71,591.5,above,bull,HH_HL,-40.3,inside,52.0,False,False,False,False,down,159.3,54.9,45.1,0.0,227.0,1000.0
2978086089,False,2026-07-19T04:38:17,2026-07-19T05:29:34,3077,51.3,SELL,0.01,64722.91,64674.98,0.48,True,47.9,0.0741,0.5,0.9,62.6,48.3,[tp 64674.98000],4,Sunday,10.0,64656.42,40.8,below,bear,mixed,58.0,inside,37.1,64662.16,89.4,below,bear,HH_HL,-28.8,inside,28.0,64665.72,183.3,above,bull,LH_LL,-93.5,inside,74.6,64665.72,523.7,above,bull,HH_HL,710.1,inside,74.7,True,True,False,False,up,50.1,93.3,6.7,0.0,66.0,1000.0
2978218745,False,2026-07-19T09:19:17,2026-07-19T10:42:39,5002,83.4,BUY,0.01,64518.24,64608.79,0.91,True,90.6,0.1403,1.37,1.1,98.5,93.3,[tp 64608.79000],9,Sunday,10.0,64608.79,39.8,below,bear,LH_LL,-43.1,inside,19.7,64608.79,62.4,below,bear,LH_LL,-60.0,inside,23.8,64660.12,161.8,above,bull,LH_LL,-5.6,inside,73.4,64668.8,500.2,above,bull,LH_LL,656.6,inside,86.5,False,False,True,True,down,71.8,53.5,0.0,46.5,92.0,1000.0
