symbol,tf,state,k,nA,meanA_bp,tA,eocA,nB,meanB_bp,tB,eocB,same_sign,cost_bp
XAUUSDm,H1,lovol,1,4479,-0.07546332939330094,-0.297310492491285,0.09660771571855138,4301,0.3194102226651991,0.9633402008052704,0.40890711073739144,False,0.7811314948502593
XAUUSDm,H1,lovol,4,4479,-0.725566245960494,-1.3731619896799914,0.9288656913002631,4301,0.8978856813447427,1.327937166307963,1.1494680310091256,False,0.7811314948502593
XAUUSDm,H1,session_open,1,1503,2.345481220524112,1.2928178431292936,3.002671427265564,584,0.8609251368955392,0.6734299112368747,1.1021513568091068,True,0.7811314948502593
XAUUSDm,H1,session_open,4,1503,9.227667127426564,2.5290953376300975,11.813205828034729,584,4.310209438618779,1.8871027446502298,5.517905073645807,True,0.7811314948502593
XAUUSDm,H1,all_bars,1,15367,0.3225342678290213,1.4297134612868532,0.4129064952000817,15366,0.4517008387651349,2.052295965133405,0.5782647886342422,True,0.7811314948502593
XAUUSDm,H1,all_bars,4,15367,1.2880631712559656,2.8430353807291677,1.6489709859962611,15363,1.8088768805787132,4.17637516871469,2.3157136698546124,True,0.7811314948502593
DE30m,M15,bigmove_up,1,627,0.36514488500390047,0.4042723116325093,0.1319664398355887,654,-0.03446476894008195,-0.05967645624631457,0.01245585805407135,False,2.766952609002855
DE30m,M15,bigmove_up,4,627,1.2473977633791427,0.8363917286222226,0.4508200680129016,654,-0.5222874436363145,-0.519071967270473,0.18875908533342559,False,2.766952609002855
DE30m,M15,bigmove_down,1,691,-0.34313626452889556,-0.39293963369988644,0.12401233884976218,732,0.5542535202691669,0.9494855212984363,0.20031189492215654,False,2.766952609002855
DE30m,M15,bigmove_down,4,691,-0.23977459835016018,-0.16996909533937854,0.08665656129057062,732,0.4361601454562439,0.41449944446965414,0.1576319536652367,False,2.766952609002855
DE30m,M15,hivol,1,6401,0.2360930616827829,1.1631028938587713,0.08532602290136994,6616,0.10066978389843108,0.6372442266471434,0.03638290860887209,True,2.766952609002855
DE30m,M15,hivol,4,6401,0.7350629169855825,1.992831434514216,0.26565793522950215,6616,0.5852708737498016,1.856127326998159,0.21152182796535843,True,2.766952609002855
DE30m,M15,lovol,1,6641,0.21984512608190285,1.8836739933726199,0.07945388199515635,6698,-0.010294588311527183,-0.09258853022182342,0.0037205510054749767,False,2.766952609002855
DE30m,M15,lovol,4,6641,0.8128506263132045,3.3233721885123746,0.2937710691785707,6698,-0.12063705386930214,-0.5395130784721132,0.04359924831266875,False,2.766952609002855
DE30m,M15,session_open,1,1104,0.23662532462872485,1.2471587141591458,0.0855183872173362,1096,0.17604225530704348,0.8946806766902021,0.06362315521207462,True,2.766952609002855
DE30m,M15,session_open,4,1104,-0.39959894551111963,-0.9682469263470003,0.1444184277717448,1096,0.6363956774885743,1.5798652415807561,0.22999876304998096,False,2.766952609002855
DE30m,M15,all_bars,1,25000,0.10464372036861391,1.3517453170210756,0.03781912275191625,24999,0.027518548498055764,0.40252003718933327,0.0099454354254274,True,2.766952609002855
DE30m,M15,all_bars,4,25000,0.41714172028984176,2.678914538396909,0.15075853447311838,24996,0.11141135123465294,0.8139964286433934,0.040265001602178864,True,2.766952609002855
DE30m,H1,bigmove_up,1,369,-8.57047978923147,-2.1062679829378266,2.8396214235668213,369,-0.07597177316852968,-0.05746584244867658,0.025171411634010852,True,3.018176901365314
