symbol,tf,q,bars,days,vr_A,z_A,vr_B,z_B,same_sign,both_sig,edge_over_cost_A,edge_over_cost_B,cost_frac_bp
USTECm,M15,16,50000,777,1.014358198653186,0.13317398537672198,0.9747325902831496,-0.514871915376867,False,False,1.1120481695546705,1.5594034604819786,0.8295658745825425
USTECm,H1,2,30127,2953,0.9088922864542553,-1.920068964814499,1.0115933995563124,0.6691716489323102,False,False,2.88848100360611,0.2075347078193336,2.162924291486858
USTECm,H1,4,30127,2953,0.8817094916442862,-1.4242745988865169,1.023687039446935,0.6656631210881151,False,False,5.303703829008698,0.5996608767079293,2.162924291486858
USTECm,H1,8,30127,2953,0.8583171186165683,-1.203245518511579,1.045234595551366,0.8163292276038447,False,False,8.983834529152988,1.6194988407808255,2.162924291486858
USTECm,H1,16,30127,2953,0.8758550011901369,-0.7567083274206415,1.0642915044222703,0.8393317782101578,False,False,11.132394554602437,3.2552062906045274,2.162924291486858
USTECm,H4,2,8889,2953,0.9198961551127262,-1.631797186798995,1.0276909367496985,0.9855982061028989,False,False,4.78955457845531,0.9857476020403595,2.0810319461451487
USTECm,H4,4,8889,2953,0.8995594239512588,-1.1687535513081722,1.0473823498787316,0.8762233705763735,False,False,8.493094512416878,2.3853915406509247,2.0810319461451487
USTECm,H4,8,8889,2953,0.8688639573300034,-1.0740420932164527,0.9527998469155317,-0.5359934794555729,True,False,15.68172500220091,3.3604813112333,2.0810319461451487
USTECm,H4,16,8889,2953,0.8661525198726576,-0.783676653685885,0.9180781346424453,-0.6218649893679897,True,False,22.635857811462746,8.248460665981911,2.0810319461451487
US500m,M5,2,50000,259,1.0179666455142438,1.2203703741279825,0.9866619457874668,-1.0255091659753919,False,False,0.15135252750942962,0.10017764052392146,1.0195974489077062
US500m,M5,4,50000,259,0.9879699082493543,-0.37370553472152424,0.9800113834656361,-0.8693642160251961,True,False,0.1433199394878371,0.21231273973429682,1.0195974489077062
US500m,M5,8,50000,259,0.971280083743288,-0.5446184364083744,0.9697338590560858,-0.8727515205903141,True,False,0.4838779628469205,0.4546376164338495,1.0195974489077062
US500m,M5,16,50000,259,0.9521991044821032,-0.62977323410086,0.9621833423781313,-0.7625927347902061,True,False,1.1389474985046002,0.8033530658302087,1.0195974489077062
US500m,M15,2,50000,777,0.9691300838496393,-0.7446930316682803,0.9694036803324646,-1.5355144007387527,True,False,0.5566995426013072,0.396427650755874,1.010500638000309
US500m,M15,4,50000,777,0.9467408234288012,-0.7388280401252022,0.9454157259927701,-1.6839406427174317,True,False,1.358297370932527,1.0001779718345711,1.010500638000309
US500m,M15,8,50000,777,0.9516611807925607,-0.47345849297809295,0.9357042611399665,-1.460304031908033,True,False,1.7434578319937741,1.6661225262946397,1.010500638000309
