symbol,iso_year,iso_week,open,high,low,close,tick_volume,spread_median_points,spread_max_points,n_days,week_start,week_end,days_with_gap,complete_week
NZDCADm,2022,9,0.85241,0.87476,0.85079,0.87329,117828,13.0,143,5,2022-02-28,2022-03-04,0,True
NZDCADm,2022,10,0.87075,0.88041,0.86535,0.86743,129661,13.0,160,5,2022-03-07,2022-03-11,0,True
NZDCADm,2022,11,0.86585,0.87203,0.86084,0.8704,103943,13.0,178,5,2022-03-14,2022-03-18,0,True
NZDCADm,2022,12,0.86905,0.87776,0.86461,0.8681,89620,13.0,175,5,2022-03-21,2022-03-25,4,True
NZDCADm,2022,13,0.86651,0.87205,0.8602,0.86594,109330,13.0,153,5,2022-03-28,2022-04-01,0,True
NZDCADm,2022,14,0.86611,0.87289,0.85992,0.86074,88785,13.0,207,5,2022-04-04,2022-04-08,0,True
NZDCADm,2022,15,0.85952,0.86942,0.85093,0.8517,100636,13.0,142,5,2022-04-11,2022-04-15,0,True
NZDCADm,2022,16,0.85366,0.85435,0.84126,0.84331,94236,13.0,148,5,2022-04-18,2022-04-22,0,True
NZDCADm,2022,17,0.84234,0.84724,0.82775,0.83013,116613,13.0,153,5,2022-04-25,2022-04-29,0,True
NZDCADm,2022,18,0.82867,0.83542,0.82187,0.82687,122760,13.0,160,5,2022-05-02,2022-05-06,0,True
NZDCADm,2022,19,0.82565,0.82627,0.80858,0.81161,134444,13.0,163,5,2022-05-09,2022-05-13,0,True
NZDCADm,2022,20,0.8103,0.82325,0.80657,0.82239,119213,13.0,171,5,2022-05-16,2022-05-20,0,True
NZDCADm,2022,21,0.82078,0.83509,0.81957,0.83142,110293,13.0,187,5,2022-05-23,2022-05-27,0,True
NZDCADm,2022,22,0.83026,0.83277,0.81746,0.81931,92804,13.0,141,5,2022-05-30,2022-06-03,0,True
NZDCADm,2022,23,0.81867,0.82082,0.8078,0.81239,100439,13.0,154,5,2022-06-06,2022-06-10,0,True
NZDCADm,2022,24,0.81045,0.82533,0.80286,0.8224,151494,13.0,162,5,2022-06-13,2022-06-17,0,True
NZDCADm,2022,25,0.82002,0.82673,0.81056,0.81392,109220,13.0,187,5,2022-06-20,2022-06-24,0,True
NZDCADm,2022,26,0.81306,0.81507,0.79599,0.79948,113522,13.0,136,5,2022-06-27,2022-07-01,0,True
NZDCADm,2022,27,0.79701,0.80581,0.79443,0.8008,114332,13.0,188,5,2022-07-04,2022-07-08,0,True
NZDCADm,2022,28,0.79894,0.80482,0.78982,0.80193,128679,13.0,157,5,2022-07-11,2022-07-15,0,True
NZDCADm,2022,29,0.79929,0.80863,0.79617,0.80738,122769,13.0,162,5,2022-07-18,2022-07-22,0,True
NZDCADm,2022,30,0.80719,0.80927,0.79814,0.80481,115122,13.0,161,5,2022-07-25,2022-07-29,0,True
NZDCADm,2022,31,0.80398,0.81424,0.80053,0.80735,113582,13.0,165,5,2022-08-01,2022-08-05,0,True
NZDCADm,2022,32,0.80744,0.82508,0.80537,0.82411,93904,13.0,139,5,2022-08-08,2022-08-12,0,True
NZDCADm,2022,33,0.82211,0.82464,0.80035,0.80199,101280,13.0,163,5,2022-08-15,2022-08-19,0,True
NZDCADm,2022,34,0.80207,0.80819,0.79863,0.79951,107996,13.0,155,5,2022-08-22,2022-08-26,0,True
NZDCADm,2022,35,0.79792,0.80542,0.79608,0.80217,116811,13.0,146,5,2022-08-29,2022-09-02,0,True
NZDCADm,2022,36,0.79725,0.80265,0.79039,0.79481,108930,13.0,286,5,2022-09-05,2022-09-09,0,True
NZDCADm,2022,37,0.79309,0.79962,0.78724,0.79473,109241,13.0,142,5,2022-09-12,2022-09-16,0,True
NZDCADm,2022,38,0.79396,0.79524,0.77931,0.78048,123770,13.0,103,5,2022-09-19,2022-09-23,0,True
NZDCADm,2022,39,0.77961,0.78572,0.76615,0.774,176193,13.0,160,5,2022-09-26,2022-09-30,0,True
NZDCADm,2022,40,0.77328,0.78838,0.76889,0.76987,150274,13.0,137,5,2022-10-03,2022-10-07,0,True
NZDCADm,2022,41,0.76912,0.77898,0.76237,0.77177,165300,13.0,135,5,2022-10-10,2022-10-14,0,True
NZDCADm,2022,42,0.77146,0.78719,0.76889,0.78579,153569,13.0,148,5,2022-10-17,2022-10-21,0,True
NZDCADm,2022,43,0.7851,0.79485,0.77662,0.79042,167016,13.0,134,5,2022-10-24,2022-10-28,0,True
NZDCADm,2022,44,0.78841,0.80407,0.78786,0.79934,154524,13.0,162,5,2022-10-31,2022-11-04,0,True
NZDCADm,2022,45,0.79458,0.81185,0.79177,0.81084,152808,13.0,162,5,2022-11-07,2022-11-11,0,True
NZDCADm,2022,46,0.80803,0.82759,0.80566,0.82329,153732,13.0,140,5,2022-11-14,2022-11-18,0,True
NZDCADm,2022,47,0.8226,0.83785,0.8174,0.8362,108961,13.0,168,5,2022-11-21,2022-11-25,0,True
NZDCADm,2022,48,0.83187,0.86332,0.82999,0.86332,144740,13.0,140,5,2022-11-28,2022-12-02,0,True
NZDCADm,2022,49,0.85922,0.8757,0.85408,0.87509,129894,13.0,173,5,2022-12-05,2022-12-09,0,True
NZDCADm,2022,50,0.8732,0.88135,0.86236,0.87358,137282,13.0,157,5,2022-12-12,2022-12-16,0,True
NZDCADm,2022,51,0.87187,0.87341,0.85058,0.85427,137285,13.0,156,5,2022-12-19,2022-12-23,0,True
NZDCADm,2022,52,0.85208,0.86232,0.84545,0.86033,103340,13.0,600,5,2022-12-26,2022-12-30,0,True
NZDCADm,2023,1,0.85667,0.8622,0.84298,0.85333,140873,13.0,750,5,2023-01-02,2023-01-06,0,True
NZDCADm,2023,2,0.85159,0.85798,0.84824,0.85506,146960,13.0,153,5,2023-01-09,2023-01-13,0,True
NZDCADm,2023,3,0.85327,0.87291,0.85137,0.86583,142900,13.0,351,5,2023-01-16,2023-01-20,0,True
NZDCADm,2023,4,0.86525,0.87109,0.86076,0.86407,130508,13.0,138,5,2023-01-23,2023-01-27,0,True
NZDCADm,2023,5,0.86217,0.86787,0.84724,0.84791,141780,13.0,126,5,2023-01-30,2023-02-03,0,True
NZDCADm,2023,6,0.84569,0.85451,0.84083,0.84195,130831,13.0,83,5,2023-02-06,2023-02-10,0,True
NZDCADm,2023,7,0.84139,0.84897,0.83698,0.84108,121629,13.0,124,5,2023-02-13,2023-02-17,0,True
NZDCADm,2023,8,0.83918,0.84574,0.83705,0.83862,113768,13.0,338,5,2023-02-20,2023-02-24,0,True
NZDCADm,2023,9,0.83814,0.85261,0.83368,0.84589,111679,13.0,117,5,2023-02-27,2023-03-03,0,True
NZDCADm,2023,10,0.84487,0.8514,0.83772,0.84792,120777,13.0,121,5,2023-03-06,2023-03-10,0,True
NZDCADm,2023,11,0.84669,0.86115,0.84473,0.86069,168654,13.0,115,5,2023-03-13,2023-03-17,0,True
NZDCADm,2023,12,0.86073,0.86138,0.84476,0.85214,115045,13.0,183,5,2023-03-20,2023-03-24,0,True
NZDCADm,2023,13,0.85078,0.85263,0.84221,0.84529,88345,13.0,141,5,2023-03-27,2023-03-31,0,True
NZDCADm,2023,14,0.84288,0.85453,0.83702,0.84402,98145,13.0,312,5,2023-04-03,2023-04-07,0,True
NZDCADm,2023,15,0.84295,0.84472,0.82883,0.8293,86939,13.0,224,5,2023-04-10,2023-04-14,0,True
NZDCADm,2023,16,0.82852,0.83614,0.82619,0.83107,86846,13.0,95,5,2023-04-17,2023-04-21,0,True
NZDCADm,2023,17,0.83051,0.84038,0.82989,0.83735,94322,13.0,91,5,2023-04-24,2023-04-28,0,True
NZDCADm,2023,18,0.83562,0.85373,0.83399,0.84181,98185,13.0,154,5,2023-05-01,2023-05-05,0,True
NZDCADm,2023,19,0.84157,0.8531,0.83747,0.83905,82959,13.0,107,5,2023-05-08,2023-05-12,0,True
NZDCADm,2023,20,0.83812,0.85053,0.83663,0.84688,86677,13.0,83,5,2023-05-15,2023-05-19,0,True
NZDCADm,2023,21,0.84536,0.85019,0.8225,0.8231,102118,13.0,98,5,2023-05-22,2023-05-26,0,True
NZDCADm,2023,22,0.82203,0.8252,0.81238,0.81354,88505,13.0,109,5,2023-05-29,2023-06-02,0,True
NZDCADm,2023,23,0.81311,0.81863,0.80405,0.81767,85301,13.0,144,5,2023-06-05,2023-06-09,0,True
NZDCADm,2023,24,0.81557,0.82858,0.81499,0.82329,138312,13.0,134,5,2023-06-12,2023-06-16,0,True
NZDCADm,2023,25,0.82107,0.82259,0.80794,0.80965,148636,13.0,154,5,2023-06-19,2023-06-23,0,True
NZDCADm,2023,26,0.80911,0.81554,0.80252,0.81313,147565,13.0,69,5,2023-06-26,2023-06-30,0,True
NZDCADm,2023,27,0.81106,0.82684,0.81063,0.82431,132709,13.0,167,5,2023-07-03,2023-07-07,0,True
NZDCADm,2023,28,0.82084,0.84268,0.81724,0.84191,149646,13.0,132,5,2023-07-10,2023-07-14,0,True
NZDCADm,2023,29,0.83979,0.84213,0.81415,0.81554,151950,13.0,126,5,2023-07-17,2023-07-21,0,True
NZDCADm,2023,30,0.81509,0.82534,0.81016,0.8156,165416,13.0,94,5,2023-07-24,2023-07-28,0,True
NZDCADm,2023,31,0.81359,0.82108,0.8089,0.81607,155693,13.0,183,5,2023-07-31,2023-08-04,0,True
NZDCADm,2023,32,0.81412,0.81727,0.80311,0.80442,140912,13.0,137,5,2023-08-07,2023-08-11,0,True
NZDCADm,2023,33,0.80397,0.80803,0.79907,0.80249,150877,13.0,120,5,2023-08-14,2023-08-18,0,True
NZDCADm,2023,34,0.80294,0.81006,0.79908,0.80302,137906,13.0,137,5,2023-08-21,2023-08-25,0,True
NZDCADm,2023,35,0.80174,0.81362,0.8011,0.80772,137185,13.0,112,5,2023-08-28,2023-09-01,0,True
NZDCADm,2023,36,0.8068,0.80958,0.79877,0.80246,125657,13.0,76,5,2023-09-04,2023-09-08,0,True
NZDCADm,2023,37,0.80199,0.8068,0.79646,0.79771,135924,13.0,89,5,2023-09-11,2023-09-15,0,True
NZDCADm,2023,38,0.79754,0.80488,0.79401,0.8036,134048,13.0,153,5,2023-09-18,2023-09-22,0,True
NZDCADm,2023,39,0.80192,0.81426,0.79662,0.81423,144062,13.0,131,5,2023-09-25,2023-09-29,0,True
NZDCADm,2023,40,0.81183,0.81928,0.80496,0.81833,160726,13.0,110,5,2023-10-02,2023-10-06,0,True
NZDCADm,2023,41,0.81453,0.82163,0.80349,0.80362,151875,13.0,139,5,2023-10-09,2023-10-13,0,True
NZDCADm,2023,42,0.80622,0.80873,0.79656,0.79921,150012,13.0,153,5,2023-10-16,2023-10-20,0,True
NZDCADm,2023,43,0.79788,0.80844,0.79494,0.80594,138165,13.0,149,5,2023-10-23,2023-10-27,0,True
NZDCADm,2023,44,0.80489,0.81985,0.80254,0.8189,131245,13.0,144,5,2023-10-30,2023-11-03,0,True
NZDCADm,2023,45,0.81775,0.8194,0.81252,0.81274,119190,13.0,101,5,2023-11-06,2023-11-10,0,True
NZDCADm,2023,46,0.81091,0.82732,0.80952,0.82171,118692,13.0,153,5,2023-11-13,2023-11-17,0,True
NZDCADm,2023,47,0.82028,0.83509,0.81958,0.82879,120717,13.0,128,5,2023-11-20,2023-11-24,0,True
NZDCADm,2023,48,0.82899,0.84012,0.82716,0.83796,144268,13.0,78,5,2023-11-27,2023-12-01,0,True
NZDCADm,2023,49,0.83587,0.84103,0.83037,0.8316,143347,13.0,79,5,2023-12-04,2023-12-08,0,True
NZDCADm,2023,50,0.83049,0.84102,0.82726,0.83069,144072,13.0,154,5,2023-12-11,2023-12-15,0,True
NZDCADm,2023,51,0.82868,0.83961,0.82396,0.83522,124346,13.0,148,5,2023-12-18,2023-12-22,0,True
NZDCADm,2023,52,0.83127,0.84144,0.83052,0.83711,84017,13.0,750,4,2023-12-26,2023-12-29,0,False
NZDCADm,2024,1,0.83358,0.83702,0.82777,0.83418,120693,13.0,750,4,2024-01-02,2024-01-05,0,False
NZDCADm,2024,2,0.83225,0.83795,0.83126,0.83657,133037,13.0,148,5,2024-01-08,2024-01-12,0,True
NZDCADm,2024,3,0.83566,0.83613,0.82075,0.82121,139240,13.0,102,5,2024-01-15,2024-01-19,0,True
NZDCADm,2024,4,0.82056,0.8276,0.81719,0.81925,130079,13.0,120,5,2024-01-22,2024-01-26,0,True
NZDCADm,2024,5,0.81846,0.82591,0.81566,0.81654,141874,13.0,163,5,2024-01-29,2024-02-02,0,True
NZDCADm,2024,6,0.81582,0.82829,0.81436,0.82774,131783,13.0,101,5,2024-02-05,2024-02-09,0,True
NZDCADm,2024,7,0.82698,0.82748,0.81789,0.82565,127758,13.0,134,5,2024-02-12,2024-02-16,0,True
NZDCADm,2024,8,0.82474,0.8373,0.82441,0.83698,117937,13.0,83,5,2024-02-19,2024-02-23,0,True
NZDCADm,2024,9,0.83513,0.83627,0.82514,0.82804,123163,13.0,88,5,2024-02-26,2024-03-01,0,True
NZDCADm,2024,10,0.82671,0.8345,0.82488,0.83282,122250,13.0,136,5,2024-03-04,2024-03-08,0,True
NZDCADm,2024,11,0.83177,0.83341,0.82301,0.82397,112986,13.0,112,5,2024-03-11,2024-03-15,0,True
NZDCADm,2024,12,0.82341,0.82534,0.81445,0.81544,114693,13.0,137,5,2024-03-18,2024-03-22,0,True
NZDCADm,2024,13,0.8138,0.81804,0.80585,0.80872,93320,13.0,110,5,2024-03-25,2024-03-29,0,True
NZDCADm,2024,14,0.80709,0.81853,0.80659,0.81696,103058,13.0,134,5,2024-04-01,2024-04-05,0,True
NZDCADm,2024,15,0.81603,0.82478,0.81395,0.81751,124677,13.0,81,5,2024-04-08,2024-04-12,0,True
NZDCADm,2024,16,0.81728,0.81879,0.80757,0.80941,143584,13.0,112,5,2024-04-15,2024-04-19,0,True
NZDCADm,2024,17,0.80748,0.81534,0.80724,0.81182,114770,13.0,108,5,2024-04-22,2024-04-26,0,True
NZDCADm,2024,18,0.811,0.82386,0.80755,0.82254,126365,13.0,120,5,2024-04-29,2024-05-03,0,True
NZDCADm,2024,19,0.82019,0.82576,0.81994,0.82297,93613,13.0,124,5,2024-05-06,2024-05-10,0,True
NZDCADm,2024,20,0.82152,0.83552,0.81997,0.8349,93821,13.0,141,5,2024-05-13,2024-05-17,0,True
NZDCADm,2024,21,0.83272,0.83825,0.83024,0.83638,109167,13.0,180,5,2024-05-20,2024-05-24,0,True
NZDCADm,2024,22,0.8327,0.84041,0.8327,0.83708,108848,13.0,143,5,2024-05-27,2024-05-31,0,True
NZDCADm,2024,23,0.83583,0.8493,0.83452,0.83999,128887,13.0,108,5,2024-06-03,2024-06-07,0,True
NZDCADm,2024,24,0.83862,0.85171,0.83857,0.84339,120312,13.0,125,5,2024-06-10,2024-06-14,0,True
NZDCADm,2024,25,0.8408,0.84329,0.83699,0.83768,107768,13.0,114,5,2024-06-17,2024-06-21,0,True
NZDCADm,2024,26,0.83577,0.83867,0.83118,0.83316,105034,13.0,148,5,2024-06-24,2024-06-28,0,True
NZDCADm,2024,27,0.83325,0.83842,0.82933,0.83829,91969,13.0,138,5,2024-07-01,2024-07-05,0,True
NZDCADm,2024,28,0.83576,0.83843,0.82725,0.83417,98276,13.0,138,5,2024-07-08,2024-07-12,0,True
NZDCADm,2024,29,0.83271,0.83317,0.82226,0.82484,110771,13.0,126,5,2024-07-15,2024-07-19,0,True
NZDCADm,2024,30,0.82435,0.82602,0.81266,0.81462,105810,13.0,68,5,2024-07-22,2024-07-26,0,True
NZDCADm,2024,31,0.81307,0.82821,0.81167,0.82644,126017,13.0,140,5,2024-07-29,2024-08-02,0,True
NZDCADm,2024,32,0.82543,0.82862,0.8151,0.82355,180929,13.0,52,5,2024-08-05,2024-08-09,0,True
NZDCADm,2024,33,0.8224,0.83379,0.82039,0.82799,83152,13.0,111,5,2024-08-12,2024-08-16,0,True
NZDCADm,2024,34,0.82435,0.84244,0.82435,0.84202,72319,13.0,66,5,2024-08-19,2024-08-23,0,True
NZDCADm,2024,35,0.84049,0.84723,0.83517,0.84316,85890,11.0,46,5,2024-08-26,2024-08-30,0,True
NZDCADm,2024,36,0.84124,0.84311,0.83455,0.83785,123996,12.0,133,5,2024-09-02,2024-09-06,0,True
NZDCADm,2024,37,0.83593,0.84006,0.83102,0.83662,123412,13.0,110,5,2024-09-09,2024-09-13,0,True
NZDCADm,2024,38,0.83533,0.84881,0.83533,0.84628,138945,13.0,112,5,2024-09-16,2024-09-20,0,True
NZDCADm,2024,39,0.84226,0.85838,0.84218,0.85689,139632,13.0,153,5,2024-09-23,2024-09-27,0,True
NZDCADm,2024,40,0.85435,0.86106,0.83469,0.83599,149223,13.0,129,5,2024-09-30,2024-10-04,0,True
NZDCADm,2024,41,0.83479,0.84185,0.82867,0.84086,140298,13.0,101,5,2024-10-07,2024-10-11,0,True
NZDCADm,2024,42,0.83708,0.84318,0.83225,0.83796,124186,13.0,141,5,2024-10-14,2024-10-18,0,True
NZDCADm,2024,43,0.83604,0.83962,0.8292,0.83033,119887,13.0,149,5,2024-10-21,2024-10-25,0,True
NZDCADm,2024,44,0.82867,0.83429,0.82639,0.83197,126316,13.0,140,5,2024-10-28,2024-11-01,0,True
NZDCADm,2024,45,0.83402,0.83661,0.82359,0.82991,162403,13.0,119,5,2024-11-04,2024-11-08,0,True
NZDCADm,2024,46,0.82699,0.83189,0.81974,0.82631,145558,13.0,137,5,2024-11-11,2024-11-15,0,True
NZDCADm,2024,47,0.82509,0.82686,0.81363,0.81567,134899,13.0,137,5,2024-11-18,2024-11-22,0,True
NZDCADm,2024,48,0.8151,0.83089,0.81441,0.82878,142536,13.0,112,5,2024-11-25,2024-11-29,0,True
NZDCADm,2024,49,0.82422,0.82917,0.81976,0.82547,144179,13.0,144,5,2024-12-02,2024-12-06,0,True
NZDCADm,2024,50,0.82473,0.83113,0.81684,0.82017,138453,13.0,76,5,2024-12-09,2024-12-13,0,True
NZDCADm,2024,51,0.81931,0.82458,0.80895,0.81291,139891,13.0,81,5,2024-12-16,2024-12-20,0,True
NZDCADm,2024,52,0.81135,0.81376,0.80787,0.81177,81101,13.0,141,4,2024-12-23,2024-12-27,0,False
NZDCADm,2025,1,0.81107,0.8152,0.80353,0.81075,90886,13.0,79,4,2024-12-30,2025-01-03,0,False
NZDCADm,2025,2,0.80921,0.81403,0.79952,0.80106,133727,13.0,137,5,2025-01-06,2025-01-10,0,True
NZDCADm,2025,3,0.80024,0.80863,0.7994,0.8082,136566,13.0,52,5,2025-01-13,2025-01-17,0,True
NZDCADm,2025,4,0.80767,0.82001,0.80743,0.81915,153054,13.0,100,5,2025-01-20,2025-01-24,0,True
NZDCADm,2025,5,0.81818,0.81998,0.81303,0.81876,153531,13.0,82,5,2025-01-27,2025-01-31,0,True
NZDCADm,2025,6,0.81985,0.82262,0.80729,0.80863,167384,13.0,139,5,2025-02-03,2025-02-07,0,True
NZDCADm,2025,7,0.80751,0.81296,0.80274,0.81261,128810,13.0,145,5,2025-02-10,2025-02-14,0,True
NZDCADm,2025,8,0.80913,0.81774,0.80516,0.81678,117540,13.0,138,5,2025-02-17,2025-02-21,0,True
NZDCADm,2025,9,0.81594,0.81969,0.80688,0.80969,137082,13.0,126,5,2025-02-24,2025-02-28,0,True
NZDCADm,2025,10,0.80773,0.82494,0.80765,0.82047,173112,13.0,134,5,2025-03-03,2025-03-07,0,True
NZDCADm,2025,11,0.81943,0.82782,0.81745,0.82593,146155,13.0,145,5,2025-03-10,2025-03-14,0,True
NZDCADm,2025,12,0.82525,0.83355,0.82179,0.82272,116763,13.0,67,5,2025-03-17,2025-03-21,0,True
NZDCADm,2025,13,0.82138,0.82359,0.81574,0.81818,116572,13.0,94,5,2025-03-24,2025-03-28,0,True
NZDCADm,2025,14,0.8164,0.82351,0.79021,0.7961,182329,13.0,76,5,2025-03-31,2025-04-04,0,True
NZDCADm,2025,15,0.79252,0.80979,0.78234,0.80748,300229,13.0,52,5,2025-04-07,2025-04-11,0,True
NZDCADm,2025,16,0.8057,0.82753,0.80501,0.82093,197179,13.0,140,5,2025-04-14,2025-04-18,0,True
NZDCADm,2025,17,0.81981,0.83184,0.81968,0.82585,162333,13.0,154,5,2025-04-21,2025-04-25,0,True
NZDCADm,2025,18,0.82517,0.82757,0.81525,0.8214,145165,13.0,78,5,2025-04-28,2025-05-02,0,True
NZDCADm,2025,19,0.8188,0.82915,0.81808,0.82363,140853,13.0,143,5,2025-05-05,2025-05-09,0,True
NZDCADm,2025,20,0.82117,0.83005,0.8175,0.82139,141623,13.0,141,5,2025-05-12,2025-05-16,0,True
NZDCADm,2025,21,0.82058,0.82763,0.81667,0.82182,131851,13.0,71,5,2025-05-19,2025-05-23,0,True
NZDCADm,2025,22,0.82042,0.82638,0.8176,0.81941,130459,13.0,139,5,2025-05-26,2025-05-30,0,True
NZDCADm,2025,23,0.81834,0.83034,0.81831,0.82392,123791,13.0,52,5,2025-06-02,2025-06-06,0,True
NZDCADm,2025,24,0.82289,0.82969,0.81684,0.81706,132268,13.0,152,5,2025-06-09,2025-06-13,0,True
NZDCADm,2025,25,0.81571,0.82741,0.81531,0.81929,136269,13.0,89,5,2025-06-16,2025-06-20,0,True
NZDCADm,2025,26,0.81762,0.83093,0.8114,0.82845,142325,13.0,68,5,2025-06-23,2025-06-27,0,True
NZDCADm,2025,27,0.82749,0.83282,0.82096,0.82399,123848,13.0,52,5,2025-06-30,2025-07-04,0,True
NZDCADm,2025,28,0.8226,0.8257,0.81753,0.82226,126149,13.0,75,5,2025-07-07,2025-07-11,0,True
NZDCADm,2025,29,0.81988,0.82255,0.81079,0.81783,119985,13.0,141,5,2025-07-14,2025-07-18,0,True
NZDCADm,2025,30,0.81762,0.82464,0.81322,0.82424,117327,13.0,104,5,2025-07-21,2025-07-25,0,True
NZDCADm,2025,31,0.82359,0.82555,0.81246,0.81539,137746,13.0,52,5,2025-07-28,2025-08-01,0,True
NZDCADm,2025,32,0.81318,0.82003,0.81101,0.81875,115694,13.0,89,5,2025-08-04,2025-08-08,0,True
NZDCADm,2025,33,0.81794,0.82446,0.81577,0.81832,104414,13.0,135,5,2025-08-11,2025-08-15,0,True
NZDCADm,2025,34,0.81749,0.82006,0.80665,0.81134,104937,13.0,52,5,2025-08-18,2025-08-22,0,True
NZDCADm,2025,35,0.80917,0.81258,0.80593,0.81015,99950,13.0,134,5,2025-08-25,2025-08-29,0,True
NZDCADm,2025,36,0.80802,0.81682,0.8056,0.81481,102656,13.0,123,5,2025-09-01,2025-09-05,0,True
NZDCADm,2025,37,0.81276,0.82705,0.81166,0.82456,102594,13.0,136,5,2025-09-08,2025-09-12,0,True
NZDCADm,2025,38,0.82247,0.82523,0.80633,0.80688,110114,13.0,85,5,2025-09-15,2025-09-19,0,True
NZDCADm,2025,39,0.80729,0.81163,0.80235,0.80485,102223,13.0,135,5,2025-09-22,2025-09-26,0,True
NZDCADm,2025,40,0.80331,0.81485,0.80281,0.81347,101521,13.0,101,5,2025-09-29,2025-10-03,0,True
NZDCADm,2025,41,0.8102,0.81534,0.80054,0.80115,111086,13.0,97,5,2025-10-06,2025-10-10,0,True
NZDCADm,2025,42,0.80274,0.80678,0.79931,0.80264,120200,13.0,100,5,2025-10-13,2025-10-17,0,True
NZDCADm,2025,43,0.8026,0.80751,0.80127,0.80431,101247,13.0,52,5,2025-10-20,2025-10-24,0,True
NZDCADm,2025,44,0.80862,0.80871,0.79989,0.80205,109086,13.0,52,5,2025-10-27,2025-10-31,0,True
NZDCADm,2025,45,0.80106,0.80322,0.78934,0.78991,107309,13.0,52,5,2025-11-03,2025-11-07,0,True
NZDCADm,2025,46,0.79076,0.79781,0.78906,0.79641,105628,13.0,52,5,2025-11-10,2025-11-14,0,True
NZDCADm,2025,47,0.79573,0.79727,0.78571,0.79147,118489,13.0,52,5,2025-11-17,2025-11-21,0,True
NZDCADm,2025,48,0.7905,0.80383,0.78949,0.79935,141992,13.0,78,5,2025-11-24,2025-11-28,0,True
NZDCADm,2025,49,0.79992,0.80658,0.79779,0.79786,102866,13.0,52,5,2025-12-01,2025-12-05,0,True
NZDCADm,2025,50,0.79886,0.80283,0.79639,0.79924,113556,13.0,52,5,2025-12-08,2025-12-12,0,True
NZDCADm,2025,51,0.79749,0.79928,0.79089,0.79427,116056,13.0,52,5,2025-12-15,2025-12-19,0,True
NZDCADm,2025,52,0.79254,0.80032,0.79142,0.79633,78262,13.0,99,4,2025-12-22,2025-12-26,0,False
NZDCADm,2026,1,0.79588,0.79717,0.78735,0.79209,82115,13.0,52,4,2025-12-29,2026-01-02,0,False
NZDCADm,2026,2,0.79138,0.80012,0.78721,0.79741,112289,13.0,52,5,2026-01-05,2026-01-09,0,True
NZDCADm,2026,3,0.79662,0.80189,0.79604,0.80042,105532,13.0,33,5,2026-01-12,2026-01-16,0,True
NZDCADm,2026,4,0.79867,0.81694,0.79809,0.815,116712,13.0,52,5,2026-01-19,2026-01-23,0,True
NZDCADm,2026,5,0.81441,0.82351,0.81298,0.81982,175848,13.0,52,5,2026-01-26,2026-01-30,0,True
NZDCADm,2026,6,0.81823,0.82709,0.81342,0.82237,177413,13.0,102,5,2026-02-02,2026-02-06,0,True
NZDCADm,2026,7,0.8215,0.82485,0.81776,0.82249,141795,13.0,52,5,2026-02-09,2026-02-13,0,True
NZDCADm,2026,8,0.81987,0.82518,0.81352,0.81737,120791,13.0,99,5,2026-02-16,2026-02-20,0,True
NZDCADm,2026,9,0.81666,0.82121,0.81519,0.81806,125703,13.0,52,5,2026-02-23,2026-02-27,0,True
NZDCADm,2026,10,0.81075,0.81761,0.79936,0.80023,214324,13.0,97,5,2026-03-02,2026-03-06,0,True
NZDCADm,2026,11,0.79812,0.80917,0.79187,0.79221,191883,13.0,67,5,2026-03-09,2026-03-13,0,True
NZDCADm,2026,12,0.79449,0.80883,0.79241,0.79976,167648,13.0,97,5,2026-03-16,2026-03-20,0,True
NZDCADm,2026,13,0.79816,0.80648,0.79233,0.79812,198244,13.0,66,5,2026-03-23,2026-03-27,0,True
NZDCADm,2026,14,0.79746,0.80227,0.79025,0.79345,139953,18.0,104,5,2026-03-30,2026-04-03,0,True
NZDCADm,2026,15,0.79292,0.8113,0.79222,0.80794,140402,18.0,60,5,2026-04-06,2026-04-10,0,True
NZDCADm,2026,16,0.80377,0.81352,0.80325,0.80518,111300,18.0,60,5,2026-04-13,2026-04-17,0,True
NZDCADm,2026,17,0.8013,0.80822,0.80074,0.80364,120743,18.0,21,5,2026-04-20,2026-04-24,0,True
NZDCADm,2026,18,0.80086,0.80585,0.7961,0.80154,118575,18.0,102,5,2026-04-27,2026-05-01,0,True
NZDCADm,2026,19,0.80178,0.81732,0.79795,0.81569,126743,18.0,60,5,2026-05-04,2026-05-08,0,True
NZDCADm,2026,20,0.81234,0.81644,0.80252,0.80273,115954,18.0,60,5,2026-05-11,2026-05-15,0,True
NZDCADm,2026,21,0.80301,0.81086,0.80006,0.80828,133422,18.0,102,5,2026-05-18,2026-05-22,0,True
NZDCADm,2026,22,0.81048,0.8271,0.80522,0.82615,108218,18.0,116,5,2026-05-25,2026-05-29,0,True
NZDCADm,2026,23,0.82347,0.82579,0.80721,0.8079,116720,18.0,60,5,2026-06-01,2026-06-05,0,True
NZDCADm,2026,24,0.80563,0.81599,0.80545,0.81567,154894,18.0,60,5,2026-06-08,2026-06-12,0,True
NZDCADm,2026,25,0.81483,0.81852,0.81014,0.81207,123866,18.0,60,5,2026-06-15,2026-06-19,0,True
NZDCADm,2026,26,0.81195,0.81322,0.79928,0.8002,127650,18.0,60,5,2026-06-22,2026-06-26,0,True
NZDCADm,2026,27,0.80078,0.81126,0.79868,0.81095,111886,18.0,100,5,2026-06-29,2026-07-03,0,True
NZDCADm,2026,28,0.81034,0.8188,0.80552,0.81594,117464,18.0,60,5,2026-07-06,2026-07-10,0,True
