time_msc,time,bid,ask,last,volume,flags
1785455998281,1785455998,64716.63,64726.63,0.0,0,6
1785455999316,1785455999,64716.24,64726.24,0.0,0,6
1785456000318,1785456000,64718.11,64728.11,0.0,0,6
1785456000602,1785456000,64724.33,64734.33,0.0,0,6
1785456000621,1785456000,64726.38,64736.38,0.0,0,6
1785456000768,1785456000,64728.06,64738.06,0.0,0,6
1785456001379,1785456001,64733.32,64743.32,0.0,0,6
1785456001390,1785456001,64736.87,64746.87,0.0,0,6
1785456002382,1785456002,64737.74,64747.74,0.0,0,6
1785456003405,1785456003,64738.05,64748.05,0.0,0,6
1785456004046,1785456004,64736.86,64746.86,0.0,0,6
1785456004107,1785456004,64728.8,64738.8,0.0,0,6
1785456005109,1785456005,64727.49,64737.49,0.0,0,6
1785456006112,1785456006,64727.99,64737.99,0.0,0,6
1785456007269,1785456007,64728.23,64738.23,0.0,0,6
1785456008284,1785456008,64728.89,64738.89,0.0,0,6
1785456009298,1785456009,64729.86,64739.86,0.0,0,6
1785456009674,1785456009,64734.67,64744.67,0.0,0,6
1785456009704,1785456009,64737.36,64747.36,0.0,0,6
1785456009804,1785456009,64740.73,64750.73,0.0,0,6
1785456010955,1785456010,64742.1,64752.1,0.0,0,6
1785456011975,1785456011,64742.09,64752.09,0.0,0,6
1785456014046,1785456014,64742.08,64752.08,0.0,0,6
1785456015055,1785456015,64742.07,64752.07,0.0,0,6
1785456016065,1785456016,64740.51,64750.51,0.0,0,6
1785456017111,1785456017,64740.36,64750.36,0.0,0,6
1785456018234,1785456018,64740.7,64750.7,0.0,0,6
1785456019266,1785456019,64738.78,64748.78,0.0,0,6
1785456020995,1785456020,64740.28,64750.28,0.0,0,6
1785456022309,1785456022,64739.84,64749.84,0.0,0,6
1785456023349,1785456023,64737.27,64747.27,0.0,0,6
1785456024365,1785456024,64737.09,64747.09,0.0,0,6
1785456025380,1785456025,64735.07,64745.07,0.0,0,6
1785456025627,1785456025,64738.88,64748.88,0.0,0,6
1785456026630,1785456026,64738.93,64748.93,0.0,0,6
1785456027658,1785456027,64739.48,64749.48,0.0,0,6
1785456028661,1785456028,64739.62,64749.62,0.0,0,6
1785456029695,1785456029,64738.14,64748.14,0.0,0,6
1785456030843,1785456030,64739.92,64749.92,0.0,0,6
1785456031914,1785456031,64738.88,64748.88,0.0,0,6
1785456033015,1785456033,64739.8,64749.8,0.0,0,6
1785456034022,1785456034,64738.94,64748.94,0.0,0,6
1785456035035,1785456035,64739.18,64749.18,0.0,0,6
1785456035636,1785456035,64739.86,64749.86,0.0,0,6
1785456035826,1785456035,64741.44,64751.44,0.0,0,6
1785456036095,1785456036,64743.4,64753.4,0.0,0,6
1785456036885,1785456036,64743.66,64753.66,0.0,0,6
1785456037415,1785456037,64744.61,64754.61,0.0,0,6
1785456038417,1785456038,64746.23,64756.23,0.0,0,6
1785456039503,1785456039,64747.49,64757.49,0.0,0,6
1785456040525,1785456040,64746.67,64756.67,0.0,0,6
1785456041577,1785456041,64747.53,64757.53,0.0,0,6
1785456042643,1785456042,64747.47,64757.47,0.0,0,6
1785456043666,1785456043,64749.01,64759.01,0.0,0,6
1785456044673,1785456044,64747.37,64757.37,0.0,0,6
1785456045695,1785456045,64746.94,64756.94,0.0,0,6
