market,report_date,usable_from,open_interest,nc_long,nc_short,nc_spread,c_long,c_short,nr_long,nr_short
silver,2006-08-22,2006-08-25,114877,38914,9361,26116,22594,71848,27253,7552
silver,2006-08-29,2006-09-01,112346,38861,9400,24382,21262,70022,27841,8542
silver,2006-09-05,2006-09-08,108132,40920,11100,20085,19816,70364,27311,6583
silver,2006-09-12,2006-09-15,101450,32926,10553,19038,24162,64270,25324,7589
silver,2006-09-19,2006-09-22,100314,29367,10286,19143,26450,62338,25354,8547
silver,2006-09-26,2006-09-29,100272,28267,9800,20190,27140,62995,24675,7287
silver,2006-10-03,2006-10-06,98967,27302,8089,20357,26222,62108,25086,8413
silver,2006-10-10,2006-10-13,100304,27850,8370,20878,27313,63119,24263,7937
silver,2006-10-17,2006-10-20,106890,31433,9026,23476,26641,66698,25340,7690
silver,2006-10-24,2006-10-27,109100,34851,8496,23437,25365,68469,25447,8698
silver,2006-10-31,2006-11-03,110237,36672,8570,22944,23248,69930,27373,8793
silver,2006-11-07,2006-11-10,113697,38784,8467,22548,23035,72927,29330,9755
silver,2006-11-14,2006-11-17,117486,43634,8540,21351,25283,79548,27218,8047
silver,2006-11-21,2006-11-24,116375,44371,6905,21208,23322,80486,27474,7776
silver,2006-11-28,2006-12-01,109864,46095,7051,14818,21989,80386,26962,7609
silver,2006-12-05,2006-12-08,106839,49012,7352,10205,21287,82054,26335,7228
silver,2006-12-12,2006-12-15,110084,51968,8364,9809,21075,84037,27232,7874
silver,2006-12-19,2006-12-22,103358,43218,6432,10711,23977,78315,25452,7900
silver,2006-12-26,2006-12-29,101141,41044,6541,11539,24528,75759,24030,7302
silver,2007-01-03,2007-01-05,103703,40337,8056,12394,23649,74480,27323,8773
silver,2007-01-09,2007-01-12,101420,40894,7262,12416,23402,72775,24708,8967
silver,2007-01-16,2007-01-19,101830,39984,7212,13116,22897,72820,25833,8682
silver,2007-01-23,2007-01-26,108484,43051,7398,14318,23868,78117,27247,8651
silver,2007-01-30,2007-02-02,112320,47120,8123,13528,23938,82394,27734,8275
silver,2007-02-06,2007-02-09,116607,49943,8816,14185,24398,85387,28081,8219
silver,2007-02-13,2007-02-16,123596,53943,10381,15564,25753,89360,28336,8291
silver,2007-02-20,2007-02-23,127032,56923,10495,14696,26339,90729,29074,11112
silver,2007-02-27,2007-03-02,125249,63891,9502,12975,22636,95689,25747,7083
silver,2007-03-06,2007-03-09,115412,44348,7308,14894,28039,84719,28131,8491
silver,2007-03-13,2007-03-16,112728,40204,6920,15600,29756,81149,27168,9059
silver,2007-03-20,2007-03-23,113072,38039,6475,16378,30335,81065,28320,9154
silver,2007-03-27,2007-03-30,111348,38443,6365,16696,28630,80585,27579,7702
silver,2007-04-03,2007-04-06,112120,39399,7739,16830,25973,77350,29918,10201
silver,2007-04-10,2007-04-13,118004,43105,9375,18268,26167,81958,30464,8403
silver,2007-04-17,2007-04-20,122313,47030,9997,18291,26140,84445,30852,9580
silver,2007-04-24,2007-04-27,123627,48794,10378,17696,27432,86088,29705,9465
silver,2007-05-01,2007-05-04,109108,43129,11404,14761,22005,75542,29213,7401
silver,2007-05-08,2007-05-11,108852,41590,11929,15022,23074,73766,29166,8135
silver,2007-05-15,2007-05-18,108698,41376,11620,15518,23602,74081,28202,7479
silver,2007-05-22,2007-05-25,108612,39806,14479,16974,24336,68807,27496,8352
silver,2007-05-29,2007-06-01,111742,41409,13717,17708,24132,71062,28493,9255
silver,2007-06-05,2007-06-08,115097,44461,11980,18731,22250,75366,29655,9020
silver,2007-06-12,2007-06-15,119583,44174,12494,22734,24552,75384,28123,8971
silver,2007-06-19,2007-06-22,124252,44649,9953,22711,27269,82078,29623,9510
silver,2007-06-26,2007-06-29,120288,40565,12713,20073,28444,76366,31206,11136
silver,2007-07-03,2007-07-06,117290,40070,16067,19269,29864,71918,28087,10036
silver,2007-07-10,2007-07-13,116724,40880,14402,18933,29107,73814,27804,9575
silver,2007-07-17,2007-07-20,115546,39986,12046,20305,27296,74216,27959,8979
silver,2007-07-24,2007-07-27,119064,42754,10411,22142,25919,78207,28249,8304
silver,2007-07-31,2007-08-03,118550,38580,11211,21085,29692,76627,29193,9627
silver,2007-08-07,2007-08-10,122787,39317,10377,22922,31888,79448,28660,10040
silver,2007-08-14,2007-08-17,122912,36203,9256,23977,33866,80298,28866,9381
silver,2007-08-21,2007-08-24,117914,32607,12809,24464,35312,70734,25531,9907
silver,2007-08-28,2007-08-31,111791,25712,16050,23160,35002,61984,27917,10597
silver,2007-09-04,2007-09-07,107814,25965,16688,22267,33683,58516,25899,10343
silver,2007-09-11,2007-09-14,108199,27426,16582,23295,31369,57796,26109,10526
silver,2007-09-18,2007-09-21,109750,28450,15241,23716,31931,61152,25653,9641
silver,2007-09-25,2007-09-28,116537,37848,13085,26200,26429,68589,26060,8663
silver,2007-10-02,2007-10-05,117498,39347,12749,26033,25629,70478,26489,8238
silver,2007-10-09,2007-10-12,120478,41278,13029,25936,26687,73685,26577,7828
silver,2007-10-16,2007-10-19,124780,41936,13040,27027,27425,76032,28392,8681
silver,2007-10-23,2007-10-26,122842,40818,12298,26170,28464,75619,27390,8755
silver,2007-10-30,2007-11-02,133518,44222,13733,30469,29344,80532,29483,8784
silver,2007-11-06,2007-11-09,150120,48322,14245,36563,33988,88954,31247,10358
silver,2007-11-13,2007-11-16,146205,45951,14724,34393,33634,88266,32227,8822
silver,2007-11-20,2007-11-23,146852,44350,14802,34051,37480,90365,30971,7634
silver,2007-11-27,2007-11-30,144601,42438,11564,33908,36684,88384,31571,10745
silver,2007-12-04,2007-12-07,138128,39409,11041,33818,35611,85186,29290,8083
silver,2007-12-11,2007-12-14,147922,42254,11234,37676,38941,92080,29051,6932
silver,2007-12-18,2007-12-21,148157,38234,12111,38927,40362,88289,30634,8830
silver,2007-12-24,2007-12-28,150953,40310,8820,41791,40229,92648,28623,7694
silver,2007-12-31,2008-01-04,152888,43450,8322,42710,37371,93869,29357,7987
silver,2008-01-08,2008-01-11,168508,51774,10691,47327,37921,101676,31486,8814
silver,2008-01-15,2008-01-18,177544,55869,12852,51412,38336,103678,31927,9602
silver,2008-01-22,2008-01-25,179362,58504,11916,50048,39040,107982,31770,9416
silver,2008-01-29,2008-02-01,183056,57683,11571,51780,40907,110412,32686,9293
silver,2008-02-05,2008-02-08,184677,58807,9057,52256,43255,113354,30359,10010
silver,2008-02-12,2008-02-15,187309,62875,10885,47598,46904,118872,29932,9954
silver,2008-02-19,2008-02-22,189151,63733,10595,44715,47210,123000,33493,10841
silver,2008-02-26,2008-02-29,173340,63537,9620,34136,40554,113703,35113,15881
silver,2008-03-04,2008-03-07,166625,62211,11594,31695,40419,111332,32300,12004
silver,2008-03-11,2008-03-14,162481,59926,8916,32832,38872,109774,30851,10959
silver,2008-03-18,2008-03-21,160860,59944,9489,32853,37413,108601,30650,9917
silver,2008-03-25,2008-03-28,148918,48579,8541,31329,40801,99922,28209,9126
silver,2008-04-01,2008-04-04,145358,47457,6193,31543,39781,98073,26577,9549
silver,2008-04-08,2008-04-11,145698,47194,7258,31449,40437,98064,26618,8927
silver,2008-04-15,2008-04-18,149199,46916,6379,32368,42771,100963,27144,9489
silver,2008-04-22,2008-04-25,153234,47548,6226,33512,45072,104747,27102,8749
silver,2008-04-29,2008-05-02,126504,48978,6421,19304,32510,92717,25712,8062
silver,2008-05-06,2008-05-09,121057,48779,7600,18235,27698,86446,26345,8776
silver,2008-05-13,2008-05-16,122802,49456,9415,18426,27010,86063,27910,8898
silver,2008-05-20,2008-05-23,125838,54227,11158,18551,25630,87870,27430,8259
silver,2008-05-27,2008-05-30,126583,55747,10909,17960,25034,89595,27842,8119
silver,2008-06-03,2008-06-06,123200,51098,9145,18517,26410,87075,27175,8463
silver,2008-06-10,2008-06-13,128241,51259,10338,20289,30053,89162,26640,8452
silver,2008-06-17,2008-06-20,130931,49452,9430,20730,33211,92480,27538,8291
silver,2008-06-24,2008-06-27,128720,49195,10195,20616,30744,89154,28165,8755
silver,2008-07-01,2008-07-04,130495,56414,9925,19289,27495,92817,27297,8464
silver,2008-07-08,2008-07-11,135835,59095,10957,20758,27542,96098,28440,8022
silver,2008-07-15,2008-07-18,143386,60062,10777,23072,30013,101164,30239,8373
silver,2008-07-22,2008-07-25,140089,57762,10802,22572,29884,98925,29871,7790
silver,2008-07-29,2008-08-01,132854,50265,10421,22346,33211,93068,27032,7019
silver,2008-08-05,2008-08-08,133255,46849,9649,24359,35217,90678,26830,8569
silver,2008-08-12,2008-08-15,140094,45941,9915,27363,41559,92209,25231,10607
silver,2008-08-19,2008-08-22,135028,42525,10961,23520,43891,90759,25092,9788
silver,2008-08-26,2008-08-29,125075,39453,11869,23633,37361,80469,24628,9104
silver,2008-09-02,2008-09-05,116628,40310,13301,21172,31721,70569,23425,11586
silver,2008-09-09,2008-09-12,116403,38840,14090,21703,31065,68568,24795,12042
silver,2008-09-16,2008-09-19,112340,38161,14660,19213,29032,66267,25934,12200
silver,2008-09-23,2008-09-26,104403,34169,13012,19711,26895,60267,23628,11413
silver,2008-09-30,2008-10-03,103812,30405,12069,20696,30397,59180,22314,11867
silver,2008-10-07,2008-10-10,99883,28882,11783,18595,30780,60609,21626,8896
silver,2008-10-14,2008-10-17,98596,28140,11218,18546,30987,58158,20923,10674
silver,2008-10-21,2008-10-24,95873,27104,13463,15945,33648,55916,19176,10549
silver,2008-10-28,2008-10-31,95716,27822,12754,16899,32678,56190,18317,9873
silver,2008-11-04,2008-11-07,94365,29015,11508,16981,29460,57368,18909,8508
silver,2008-11-11,2008-11-14,94494,30913,11287,18686,26743,54707,18152,9814
silver,2008-11-18,2008-11-21,91853,29678,10603,16457,27064,54522,18654,10271
silver,2008-11-25,2008-11-28,86878,24915,10756,14484,29610,53292,17869,8346
silver,2008-12-02,2008-12-05,82434,24263,8210,13767,27282,52176,17122,8281
silver,2008-12-09,2008-12-12,83476,24501,7618,15061,26936,51687,16978,9110
silver,2008-12-16,2008-12-19,87384,26737,7416,15124,26648,55831,18875,9013
silver,2008-12-22,2008-12-26,85219,26817,6577,14644,25634,56314,18124,7684
silver,2008-12-30,2009-01-02,85312,27106,7311,14300,25545,55789,18361,7912
silver,2009-01-06,2009-01-09,86788,26767,6578,14692,25818,56738,19511,8780
silver,2009-01-13,2009-01-16,85916,25899,7543,15470,26028,53708,18519,9195
silver,2009-01-20,2009-01-23,86349,26663,7597,14819,26347,55277,18520,8656
silver,2009-01-27,2009-01-30,89185,28760,7802,14775,26230,58425,19420,8183
silver,2009-02-03,2009-02-06,93813,29430,7015,16506,28118,61291,19759,9001
silver,2009-02-10,2009-02-13,96019,30842,6720,16205,28945,63982,20027,9112
silver,2009-02-17,2009-02-20,99325,30954,6237,17419,30435,66486,20517,9183
silver,2009-02-24,2009-02-27,101629,30975,5768,17811,33232,71463,19611,6587
silver,2009-03-03,2009-03-06,93051,32391,5706,13232,28264,66968,19164,7145
silver,2009-03-10,2009-03-13,92260,30549,5267,14212,28649,64416,18850,8365
silver,2009-03-17,2009-03-20,92796,29437,5022,15198,29155,64915,19006,7661
silver,2009-03-24,2009-03-27,93147,27711,4980,15973,30854,64455,18609,7739
silver,2009-03-31,2009-04-03,94506,27232,6645,17253,29827,62930,20194,7678
silver,2009-04-07,2009-04-10,93101,26198,8557,17080,29430,59011,20393,8453
silver,2009-04-14,2009-04-17,94568,24462,7656,19221,30683,59541,20202,8150
silver,2009-04-21,2009-04-24,96277,24516,10518,19648,31095,56266,21018,9845
silver,2009-04-28,2009-05-01,90687,24121,8402,16589,30037,57497,19940,8199
silver,2009-05-05,2009-05-08,89477,27385,6581,16042,26480,58403,19570,8451
silver,2009-05-12,2009-05-15,96546,32432,7932,16759,26221,63272,21134,8583
silver,2009-05-19,2009-05-22,96079,34189,5964,17361,23327,64874,21202,7880
silver,2009-05-26,2009-05-29,98120,33982,5948,17667,23168,65947,23303,8558
silver,2009-06-02,2009-06-05,104986,35789,7121,19352,26072,69046,23773,9467
silver,2009-06-09,2009-06-12,106447,36330,5446,19428,26514,73464,24175,8109
silver,2009-06-16,2009-06-19,103981,33876,4481,18844,27200,72802,24061,7854
silver,2009-06-23,2009-06-26,105699,30838,4633,23460,27673,69666,23728,7940
silver,2009-06-30,2009-07-03,104594,30233,5455,18672,31610,72094,24079,8373
silver,2009-07-07,2009-07-10,100376,29641,5515,19476,29798,67230,21461,8155
silver,2009-07-14,2009-07-17,99662,28690,7605,19200,29870,64495,21902,8362
silver,2009-07-21,2009-07-24,98269,28351,9811,18252,29821,63022,21845,7184
silver,2009-07-28,2009-07-31,97761,30181,8855,15644,29678,65564,22258,7698
silver,2009-08-04,2009-08-07,99477,32434,8585,14938,29767,68808,22338,7146
silver,2009-08-11,2009-08-14,104790,36581,8771,15381,29940,72286,22888,8352
silver,2009-08-18,2009-08-21,103527,35138,7287,15949,29631,72752,22809,7539
silver,2009-08-25,2009-08-28,101539,35667,6537,15128,28320,71038,22424,8836
silver,2009-09-01,2009-09-04,106671,42244,7815,14692,27994,76050,21741,8114
silver,2009-09-08,2009-09-11,116421,48685,7783,16597,26175,82576,24964,9465
silver,2009-09-15,2009-09-18,123873,54995,8526,17206,24923,86849,26749,11292
silver,2009-09-22,2009-09-25,128184,56756,9522,18659,25922,90277,26847,9726
silver,2009-09-29,2009-10-02,128695,54966,7556,19057,26732,90838,27940,11244
silver,2009-10-06,2009-10-09,131801,54614,7314,20511,26535,91723,30141,12253
silver,2009-10-13,2009-10-16,136015,55532,7257,23226,27902,93328,29355,12204
silver,2009-10-20,2009-10-23,135456,55740,7602,22677,28261,94265,28778,10912
silver,2009-10-27,2009-10-30,132843,51014,6874,21471,29343,93705,31015,10793
silver,2009-11-03,2009-11-06,129240,45742,5944,24951,32697,91680,25850,6665
silver,2009-11-09,2009-11-13,141794,43862,5908,30051,34800,93546,33081,12289
silver,2009-11-17,2009-11-20,142200,47597,7117,27334,35903,94284,31366,13465
silver,2009-11-24,2009-11-27,136162,48870,3222,21809,30971,95416,34512,15715
silver,2009-12-01,2009-12-04,131899,49798,4599,21009,28360,92184,32732,14107
silver,2009-12-08,2009-12-11,125999,46575,4039,20365,27039,88861,32020,12734
silver,2009-12-15,2009-12-18,121787,42440,3763,20591,27450,85358,31306,12075
silver,2009-12-22,2009-12-25,122294,42528,2850,21930,26982,84142,30854,13372
silver,2009-12-29,2010-01-01,124334,41886,3165,23665,27360,84710,31423,12794
silver,2010-01-05,2010-01-08,125391,44312,4813,22940,26098,83488,32041,14150
silver,2010-01-12,2010-01-15,128675,48703,4175,23583,26124,87870,30265,13047
silver,2010-01-19,2010-01-22,131385,49357,5056,22737,26749,88439,32542,15153
silver,2010-01-26,2010-01-29,124895,41473,4404,22369,29036,83747,32017,14375
silver,2010-02-02,2010-02-05,122261,36924,6047,23263,32572,79135,29502,13816
silver,2010-02-09,2010-02-12,118593,32438,9073,22446,34830,72630,28879,14444
silver,2010-02-16,2010-02-19,120166,34615,9237,22395,35553,73779,27603,14755
silver,2010-02-23,2010-02-26,117376,35495,7679,19832,36528,76298,25521,13567
silver,2010-03-02,2010-03-05,108248,36721,5663,16388,31034,71974,24105,14223
silver,2010-03-09,2010-03-12,112130,40051,4886,17569,29220,75019,25290,14656
silver,2010-03-16,2010-03-19,114192,40126,5270,17821,29779,77787,26466,13314
silver,2010-03-23,2010-03-26,112520,38105,5804,18465,29886,75584,26064,12667
silver,2010-03-30,2010-04-02,113405,38734,5753,19727,31259,77576,23685,10349
silver,2010-04-06,2010-04-09,118712,44052,6529,20223,29839,81525,24598,10435
silver,2010-04-13,2010-04-16,123661,47495,7890,18963,30927,86316,26276,10492
silver,2010-04-20,2010-04-23,126679,46960,8098,21052,32605,86922,26062,10607
silver,2010-04-27,2010-04-30,124157,48462,7895,19410,29762,86183,26523,10669
silver,2010-05-04,2010-05-07,123448,47287,8627,17812,32069,87457,26280,9552
silver,2010-05-11,2010-05-14,122669,47848,10258,17939,30697,83215,26185,11257
silver,2010-05-18,2010-05-21,125228,51664,8874,16890,30235,89453,26439,10011
silver,2010-05-25,2010-05-28,120120,42146,7314,21424,31781,83230,24769,8152
silver,2010-06-01,2010-06-04,122368,41797,5912,21694,33716,85671,25161,9091
silver,2010-06-08,2010-06-11,122536,40478,5475,22511,33856,85900,25691,8650
silver,2010-06-15,2010-06-18,131070,43464,5948,27733,34328,88109,25545,9280
silver,2010-06-22,2010-06-25,139019,46666,6615,30422,35668,91244,26263,10738
silver,2010-06-29,2010-07-02,128065,47455,5545,25831,30402,88911,24377,7778
silver,2010-07-06,2010-07-09,118962,39876,4832,23026,29776,82143,26284,8961
silver,2010-07-13,2010-07-16,117959,39176,3994,22741,30751,81965,25291,9259
silver,2010-07-20,2010-07-23,117531,37827,6193,21709,31904,79864,26091,9765
silver,2010-07-27,2010-07-30,117370,38480,8143,20175,32835,79603,25880,9449
silver,2010-08-03,2010-08-06,123464,43185,6730,23374,31537,84080,25368,9280
silver,2010-08-10,2010-08-13,123370,42597,6863,22540,31676,84429,26557,9538
silver,2010-08-17,2010-08-20,128848,43251,7679,24423,33949,87693,27225,9053
silver,2010-08-24,2010-08-27,124185,42255,7448,23449,31306,82158,27175,11130
silver,2010-08-31,2010-09-03,130813,54472,9659,22086,27884,87261,26371,11807
silver,2010-09-07,2010-09-10,139522,59112,11909,23951,28855,90653,27604,13009
silver,2010-09-14,2010-09-17,144798,60696,11905,23909,29764,94825,30429,14159
silver,2010-09-21,2010-09-24,146767,62013,12642,25380,28973,94276,30401,14469
silver,2010-09-28,2010-10-01,154219,66066,14585,28242,29034,94447,30877,16945
silver,2010-10-05,2010-10-08,156096,63681,15198,32169,30023,92150,30223,16579
silver,2010-10-12,2010-10-15,153970,59615,14263,33687,29899,91403,30769,14617
silver,2010-10-19,2010-10-22,151104,56278,12981,36736,28601,86751,29489,14636
silver,2010-10-26,2010-10-29,152980,53018,12509,39270,30157,88023,30535,13178
silver,2010-11-02,2010-11-05,158633,52625,12834,44377,31152,87200,30479,14222
silver,2010-11-09,2010-11-12,156418,46004,13421,43085,33976,84461,33353,15451
silver,2010-11-16,2010-11-19,146693,40243,12139,38951,37001,82655,30498,12948
silver,2010-11-23,2010-11-26,147685,40307,9881,36383,37420,84273,33575,17148
silver,2010-11-30,2010-12-03,133139,40818,6784,33232,29791,79561,29298,13562
silver,2010-12-07,2010-12-10,137675,42606,9637,35326,29245,78070,30498,14642
silver,2010-12-14,2010-12-17,130145,39450,9218,31201,28454,76590,31040,13136
silver,2010-12-21,2010-12-24,133135,39180,8885,32475,30852,77909,30628,13866
silver,2010-12-28,2010-12-31,137918,41539,9420,33338,30286,81177,32755,13983
silver,2011-01-04,2011-01-07,136931,40483,10448,34204,29598,79349,32646,12930
silver,2011-01-11,2011-01-14,136331,38570,9301,36814,30787,77537,30160,12679
silver,2011-01-18,2011-01-21,135675,40010,10357,36169,30663,76031,28833,13118
silver,2011-01-25,2011-01-28,125229,38699,10473,26445,29818,72964,30267,15347
silver,2011-02-01,2011-02-04,125287,37883,7203,25320,31966,76767,30118,15997
silver,2011-02-08,2011-02-11,135797,44915,7852,27423,31150,82267,32309,18255
silver,2011-02-15,2011-02-18,147113,50718,9781,30699,34051,89098,31645,17535
silver,2011-02-22,2011-02-25,145070,50937,11714,26430,31935,89728,35768,17198
silver,2011-03-01,2011-03-04,135802,49750,11848,20531,31676,88136,33845,15287
silver,2011-03-08,2011-03-11,133485,50394,11900,20159,30841,86191,32091,15235
silver,2011-03-15,2011-03-18,134914,47290,12336,22274,31210,84631,34140,15673
silver,2011-03-22,2011-03-25,135988,47552,10777,23992,31526,86708,32918,14511
silver,2011-03-29,2011-04-01,138486,47764,10625,23075,32587,87882,35060,16904
silver,2011-04-05,2011-04-08,143013,48890,12105,25708,33413,89827,35002,15373
silver,2011-04-12,2011-04-15,144670,46305,13583,28968,34794,86073,34603,16046
silver,2011-04-19,2011-04-22,144981,48325,14559,27451,34043,86735,35162,16236
silver,2011-04-26,2011-04-29,143341,43078,18083,28356,35763,78297,36144,18605
silver,2011-05-03,2011-05-06,131907,42751,19397,24159,30743,73203,34254,15148
silver,2011-05-10,2011-05-13,123537,34239,10753,24989,33266,74602,31043,13193
silver,2011-05-17,2011-05-20,120227,30936,13501,24428,36082,70099,28781,12199
silver,2011-05-24,2011-05-27,121395,31754,14171,27380,33663,68622,28598,11222
silver,2011-05-31,2011-06-03,120853,28870,11288,27241,36702,71025,28040,11299
silver,2011-06-07,2011-06-10,121191,28761,11762,27441,37428,70756,27561,11232
silver,2011-06-14,2011-06-17,118846,29261,12674,23199,38561,71785,27825,11188
silver,2011-06-21,2011-06-24,120238,30454,11131,25832,35382,70946,28570,12329
silver,2011-06-28,2011-07-01,114330,27439,11441,23733,36894,66060,26264,13096
silver,2011-07-05,2011-07-08,111251,28131,9296,22565,33548,66999,27007,12391
silver,2011-07-12,2011-07-15,112795,29967,9464,23869,30712,68202,28247,11260
silver,2011-07-19,2011-07-22,115999,34248,13499,20535,31009,70522,30207,11443
silver,2011-07-26,2011-07-29,119563,37358,13445,21332,29990,72763,30883,12023
silver,2011-08-02,2011-08-05,120385,38265,13414,20805,30441,75029,30874,11137
silver,2011-08-09,2011-08-12,115939,32101,13713,18761,36394,71735,28683,11730
silver,2011-08-16,2011-08-19,116007,32697,10769,19745,34555,75236,29010,10257
silver,2011-08-23,2011-08-26,122543,38756,11745,19119,34281,81380,30387,10299
silver,2011-08-30,2011-09-02,112375,36537,9694,17430,31944,77092,26464,8159
silver,2011-09-06,2011-09-09,113449,37185,9978,16965,30563,77869,28736,8637
silver,2011-09-13,2011-09-16,112726,36588,10301,17090,31851,77238,27197,8097
silver,2011-09-20,2011-09-23,112103,33947,11409,17596,32373,73081,28187,10017
silver,2011-09-27,2011-09-30,102014,25153,9728,18511,38025,62287,20325,11488
silver,2011-10-04,2011-10-07,101102,23859,11959,18780,39584,58507,18879,11856
silver,2011-10-11,2011-10-14,99698,23571,11623,18828,37590,58418,19709,10829
silver,2011-10-18,2011-10-21,103357,23005,12653,20205,40121,58895,20026,11604
silver,2011-10-25,2011-10-28,107066,23660,12638,21580,38176,61692,23650,11156
silver,2011-11-01,2011-11-04,108675,24084,11910,23612,39207,62049,21772,11104
silver,2011-11-08,2011-11-11,111841,24414,11474,17720,41455,66166,28252,16481
silver,2011-11-15,2011-11-18,110513,25822,11375,22303,38950,65242,23438,11593
silver,2011-11-22,2011-11-25,108548,23577,10953,22298,40241,61972,22432,13325
silver,2011-11-29,2011-12-02,98959,23816,11722,16103,38884,59572,20156,11562
silver,2011-12-06,2011-12-09,95684,23211,10581,16064,35493,58012,20916,11027
silver,2011-12-13,2011-12-16,98311,25572,11905,17176,35629,55934,19934,13296
silver,2011-12-20,2011-12-23,101165,24302,16874,17979,40017,54842,18867,11470
silver,2011-12-27,2011-12-30,103993,24026,17171,18449,41224,55356,20294,13017
silver,2012-01-03,2012-01-06,107101,26629,16991,19212,41300,57216,19960,13682
silver,2012-01-10,2012-01-13,104345,26208,15137,18856,38959,58021,20322,12331
silver,2012-01-17,2012-01-20,103668,26209,12816,19228,39029,59411,19202,12213
silver,2012-01-24,2012-01-27,103025,27051,10934,20520,35283,60304,20171,11267
silver,2012-01-31,2012-02-03,101747,28465,9374,19604,33693,62422,19985,10347
silver,2012-02-07,2012-02-10,106008,32239,8652,20019,31795,66445,21955,10892
silver,2012-02-14,2012-02-17,104872,32860,7192,19371,31427,68737,21214,9572
silver,2012-02-21,2012-02-24,110583,34819,8154,21545,31735,70923,22484,9961
silver,2012-02-28,2012-03-02,115866,38012,8009,19872,33802,78395,24180,9590
silver,2012-03-06,2012-03-09,111023,30635,7443,21500,36329,72125,22559,9955
silver,2012-03-13,2012-03-16,111730,28459,6643,24785,35341,70972,23145,9330
silver,2012-03-20,2012-03-23,111422,28489,7320,24246,37622,69748,21065,10108
silver,2012-03-27,2012-03-30,109859,26897,8242,23006,38722,68400,21234,10211
silver,2012-04-03,2012-04-06,116434,29242,9187,25257,39894,71230,22041,10760
silver,2012-04-10,2012-04-13,114469,28154,9968,23979,42151,68537,20185,11985
silver,2012-04-17,2012-04-20,121448,28051,9644,25912,44523,71020,22962,14872
silver,2012-04-24,2012-04-27,122325,28913,12442,25821,48344,70697,19247,13365
silver,2012-05-01,2012-05-04,110862,26855,11271,21364,42450,66193,20193,12034
silver,2012-05-08,2012-05-11,113549,28008,15445,20163,45482,63381,19896,14560
silver,2012-05-15,2012-05-18,114208,27251,15777,21734,45565,61473,19658,15224
silver,2012-05-22,2012-05-25,113647,28018,17221,20984,44547,59769,20098,15673
silver,2012-05-29,2012-06-01,113961,26499,17941,20712,45817,60151,20933,15157
silver,2012-06-05,2012-06-08,116809,27809,18015,22781,44927,61452,21292,14561
silver,2012-06-12,2012-06-15,122080,26716,17107,26363,46701,64620,22300,13990
silver,2012-06-19,2012-06-22,122508,27767,17665,25590,47447,64401,21704,14852
silver,2012-06-26,2012-06-29,126164,28362,22140,27648,48591,60602,21563,15774
silver,2012-07-03,2012-07-06,122128,28662,18956,26979,45803,63157,20684,13036
silver,2012-07-10,2012-07-13,124109,28434,19652,26284,48371,62478,21020,15695
silver,2012-07-17,2012-07-20,121819,28431,20775,24156,48214,63349,21018,13539
silver,2012-07-24,2012-07-27,123661,30291,22132,25417,47198,62653,20755,13459
silver,2012-07-31,2012-08-03,121809,31394,18358,25681,43698,65060,21036,12710
silver,2012-08-07,2012-08-10,124276,31421,17741,26680,44595,66447,21580,13408
silver,2012-08-14,2012-08-17,128993,32317,16730,27125,47797,71199,21754,13939
silver,2012-08-21,2012-08-24,127776,35646,14446,24554,43146,75623,24430,13153
silver,2012-08-28,2012-08-31,121777,39708,11070,22132,38039,76613,21898,11962
silver,2012-09-04,2012-09-07,119504,42283,9853,21516,32297,77217,23408,10918
silver,2012-09-11,2012-09-14,121050,41371,9889,22212,32206,79478,25261,9471
silver,2012-09-18,2012-09-21,127032,43205,10650,23977,31884,82358,27966,10047
silver,2012-09-25,2012-09-28,133163,44778,10768,24808,34451,86110,29126,11477
silver,2012-10-02,2012-10-05,139117,47236,9118,26027,35788,93628,30066,10344
silver,2012-10-09,2012-10-12,140426,49398,9573,26416,36184,93188,28428,11249
silver,2012-10-16,2012-10-19,141405,49041,8913,28162,36221,93315,27981,11015
silver,2012-10-23,2012-10-26,140643,47463,9327,29957,35786,91285,27437,10074
silver,2012-10-30,2012-11-02,137585,46782,10565,27053,36939,90671,26811,9296
silver,2012-11-06,2012-11-09,139313,44230,10111,30677,38726,88404,25680,10121
silver,2012-11-13,2012-11-16,144567,45185,10775,30405,41797,92758,27180,10629
silver,2012-11-20,2012-11-23,150335,47308,9347,30655,43419,98605,28953,11728
silver,2012-11-27,2012-11-30,150727,51084,9809,26738,42544,101878,30361,12302
silver,2012-12-04,2012-12-07,141738,50204,8932,24087,38410,96924,29037,11795
silver,2012-12-11,2012-12-14,142085,48548,9048,24475,39515,97438,29547,11124
silver,2012-12-18,2012-12-21,141423,44889,8900,26619,40347,95686,29568,10218
silver,2012-12-24,2012-12-28,140751,39620,8977,30380,44302,91010,26449,10384
silver,2012-12-31,2013-01-04,141489,38291,9104,31177,45415,90751,26606,10457
silver,2013-01-08,2013-01-11,137542,37257,9163,30195,44977,86242,25113,11942
silver,2013-01-15,2013-01-18,140433,38382,9810,29529,46337,88369,26185,12725
silver,2013-01-22,2013-01-25,142279,41282,10189,28972,44790,92188,27235,10930
silver,2013-01-29,2013-02-01,148532,43089,8285,33630,45404,95671,26409,10946
silver,2013-02-05,2013-02-08,151512,42449,6588,35724,46293,98239,27046,10961
silver,2013-02-12,2013-02-15,152817,40205,8133,33747,52182,98979,26683,11958
silver,2013-02-19,2013-02-22,155353,39057,12601,34909,54208,92164,27179,15679
