market,report_date,usable_from,open_interest,nc_long,nc_short,nc_spread,c_long,c_short,nr_long,nr_short
nikkei,2015-06-30,2015-07-03,54863,14884,15245,1,28614,34285,11364,5332
nikkei,2015-07-07,2015-07-10,55030,15954,15155,0,29229,34262,9847,5613
nikkei,2015-07-14,2015-07-17,56125,16645,13687,0,29349,36105,10131,6333
nikkei,2015-07-21,2015-07-24,55757,15244,14129,400,29570,36467,10543,4761
nikkei,2015-07-28,2015-07-31,54091,14396,13513,243,29236,36371,10216,3964
nikkei,2015-08-04,2015-08-07,55194,14473,13558,460,29226,36685,11035,4491
nikkei,2015-08-11,2015-08-14,55867,15867,14344,446,29030,36684,10524,4393
nikkei,2015-08-18,2015-08-21,54606,16267,13244,205,28666,36681,9468,4476
nikkei,2015-08-25,2015-08-28,52113,13759,9537,750,26142,37139,11462,4687
nikkei,2015-09-01,2015-09-04,51836,15684,9376,458,25571,36675,10123,5327
nikkei,2015-09-08,2015-09-11,56966,17981,11082,2445,27157,38600,9383,4839
nikkei,2015-09-15,2015-09-18,46086,16386,18260,520,21249,19600,7931,7706
nikkei,2015-09-22,2015-09-25,48179,18689,20933,0,21276,19627,8214,7619
nikkei,2015-09-29,2015-10-02,46703,18299,19788,20,19838,19408,8546,7487
nikkei,2015-10-06,2015-10-09,46636,18424,19735,0,20083,19110,8129,7791
nikkei,2015-10-13,2015-10-16,47905,19384,20742,131,20621,18656,7769,8376
nikkei,2015-10-20,2015-10-23,49486,20831,21440,460,20632,18960,7563,8626
nikkei,2015-10-27,2015-10-30,52546,20816,23719,333,23506,20241,7891,8253
nikkei,2015-11-03,2015-11-06,51565,19557,22138,588,23131,21713,8289,7126
nikkei,2015-11-10,2015-11-13,52595,21666,21218,151,22011,24164,8767,7062
nikkei,2015-11-17,2015-11-20,52575,21053,19636,569,22067,24369,8886,8001
nikkei,2015-11-24,2015-11-27,53522,22159,21065,691,21836,24598,8836,7168
nikkei,2015-12-01,2015-12-04,51941,22889,19515,681,19641,24405,8730,7340
nikkei,2015-12-08,2015-12-11,65715,20640,18451,1857,30516,36917,12702,8490
nikkei,2015-12-15,2015-12-18,48828,19024,7803,139,20064,37358,9601,3528
nikkei,2015-12-22,2015-12-25,48555,18358,7725,133,19734,37348,10330,3349
nikkei,2015-12-29,2016-01-01,48082,19867,7162,133,19932,37502,8150,3285
nikkei,2016-01-05,2016-01-08,47061,20121,5868,139,19917,37541,6884,3513
nikkei,2016-01-12,2016-01-15,48178,18873,7149,0,20321,37316,8984,3713
nikkei,2016-01-19,2016-01-22,43963,16393,7270,0,17470,32011,10100,4682
nikkei,2016-01-26,2016-01-29,43211,11034,8952,160,21709,28412,10308,5687
nikkei,2016-02-02,2016-02-05,42282,13236,8589,13,21372,28570,7661,5110
nikkei,2016-02-09,2016-02-12,41491,13010,7622,0,20795,28696,7686,5173
nikkei,2016-02-16,2016-02-19,41184,12592,7219,524,20508,28811,7560,4630
nikkei,2016-02-23,2016-02-26,40093,11421,6485,504,20751,28490,7417,4614
nikkei,2016-03-01,2016-03-04,40667,11271,6073,240,22002,29708,7154,4646
nikkei,2016-03-08,2016-03-11,45279,9796,5296,2981,23644,31729,8858,5273
nikkei,2016-03-15,2016-03-18,29282,6782,4679,400,16612,17722,5488,6481
nikkei,2016-03-22,2016-03-25,30399,7441,5337,0,17305,19427,5653,5635
nikkei,2016-03-29,2016-04-01,29701,7159,5293,0,17006,19398,5536,5010
nikkei,2016-04-05,2016-04-08,30689,8973,4735,0,15699,19892,6017,6062
nikkei,2016-04-12,2016-04-15,30407,9417,4815,25,15506,19808,5459,5759
nikkei,2016-04-19,2016-04-22,30070,8515,3792,0,15445,20540,6110,5738
nikkei,2016-04-26,2016-04-29,33521,10557,4381,0,16059,21790,6905,7350
nikkei,2016-05-03,2016-05-06,34697,11045,4254,0,16234,23922,7418,6521
nikkei,2016-05-10,2016-05-13,34093,12146,2923,0,15657,24511,6290,6659
nikkei,2016-05-17,2016-05-20,32156,11198,2095,0,15601,24021,5357,6040
nikkei,2016-05-24,2016-05-27,33222,11943,2973,7,15647,23462,5625,6780
nikkei,2016-05-31,2016-06-03,35516,12260,4677,78,15604,23318,7574,7443
nikkei,2016-06-07,2016-06-10,40713,11984,3990,2918,18979,25887,6832,7918
nikkei,2016-06-14,2016-06-17,31604,10258,3572,0,15221,22275,6125,5757
nikkei,2016-06-21,2016-06-24,32479,10685,3462,0,15790,22827,6004,6190
nikkei,2016-06-28,2016-07-01,34020,11415,4704,0,16462,22845,6143,6471
nikkei,2016-07-05,2016-07-08,35176,12055,4844,0,16500,23977,6621,6355
nikkei,2016-07-12,2016-07-15,36637,13609,4373,38,16305,26304,6685,5922
nikkei,2016-07-19,2016-07-22,37418,12702,4272,38,17545,27250,7133,5858
nikkei,2016-07-26,2016-07-29,35753,9954,3643,60,17834,28138,7905,3912
nikkei,2016-08-02,2016-08-05,36017,9438,2678,54,18014,28713,8511,4572
