ts_utc,ts_ms,open_interest,contract_volume,long_short,taker_buy,taker_sell,funding_okx
2026-07-04T00:00:00+00:00,1783123200000,2531050623.8275,74299217.8775,1.52,37864178.5308,36435039.3467,4.07757884118e-05
2026-07-04T01:00:00+00:00,1783126800000,2531372871.9062,182698823.4832,1.49,74337154.7928,108361668.6904,4.07757884118e-05
2026-07-04T02:00:00+00:00,1783130400000,2526693971.0287,186831304.1998,1.47,101132737.6785,85582655.043,4.07757884118e-05
2026-07-04T03:00:00+00:00,1783134000000,2529199042.6429,67284981.8075,1.48,30168589.3976,37116348.6818,4.07757884118e-05
2026-07-04T04:00:00+00:00,1783137600000,2534635478.4939,113183482.2782,1.48,54531566.8768,58651915.4013,4.07757884118e-05
2026-07-04T05:00:00+00:00,1783141200000,2543501660.5887,88456470.5988,1.48,47613729.9265,40842740.6723,4.07757884118e-05
2026-07-04T06:00:00+00:00,1783144800000,2553049400.9577,92472468.7967,1.47,53335998.9197,39136469.877,4.07757884118e-05
2026-07-04T07:00:00+00:00,1783148400000,2549092581.6665,131847007.7531,1.48,75514315.8389,55637686.6852,4.07757884118e-05
2026-07-04T08:00:00+00:00,1783152000000,2549765903.9144,113358009.5618,1.47,61234644.6236,52123364.9382,6.08954397873e-05
2026-07-04T09:00:00+00:00,1783155600000,2539486329.0631,85738817.0135,1.47,38240157.2469,47498347.2561,6.08954397873e-05
2026-07-04T10:00:00+00:00,1783159200000,2547990058.4451,103128361.6217,1.46,50327662.8443,52789142.2864,6.08954397873e-05
2026-07-04T11:00:00+00:00,1783162800000,2550347083.7083,49258302.784,1.47,24849389.9826,24407882.426,6.08954397873e-05
2026-07-04T12:00:00+00:00,1783166400000,2555491415.5346,44517882.5266,1.47,19200495.6776,25317386.8491,6.08954397873e-05
2026-07-04T13:00:00+00:00,1783170000000,2552858375.5957,87335215.3462,1.48,37629725.16,49684846.0113,6.08954397873e-05
2026-07-04T14:00:00+00:00,1783173600000,2540907753.106,117976986.1017,1.47,57022522.1655,60954457.6652,6.08954397873e-05
2026-07-04T15:00:00+00:00,1783177200000,2538683249.5252,85895426.8539,1.47,35054735.9643,50840684.6241,6.08954397873e-05
2026-07-04T16:00:00+00:00,1783180800000,2477442354.4937,489722638.8233,1.5,231281917.9236,258420636.2329,6.44399138913e-05
2026-07-04T17:00:00+00:00,1783184400000,2487194358.0721,158875452.7053,1.51,82511151.1942,76364188.4585,6.44399138913e-05
2026-07-04T18:00:00+00:00,1783188000000,2522412340.677,445893640.287,1.57,175756267.7038,270137014.2769,6.44399138913e-05
2026-07-04T19:00:00+00:00,1783191600000,2512821096.7875,147006405.7853,1.55,84493929.6949,62512476.0905,6.44399138913e-05
2026-07-04T20:00:00+00:00,1783195200000,2511358447.4125,108737554.3663,1.51,56979905.6422,51757648.7241,6.44399138913e-05
2026-07-04T21:00:00+00:00,1783198800000,2507812610.2272,68114973.1103,1.5,38887292.0346,29221636.3884,6.44399138913e-05
2026-07-04T22:00:00+00:00,1783202400000,2501601436.2649,82391263.5778,1.49,36120094.384,46271169.1938,6.44399138913e-05
2026-07-04T23:00:00+00:00,1783206000000,2500616763.4588,66950739.1507,1.48,36064848.0503,30885865.8181,6.44399138913e-05
2026-07-05T00:00:00+00:00,1783209600000,2507404694.3679,155270735.4648,1.47,73607839.9354,81181386.7016,0.0001
2026-07-05T01:00:00+00:00,1783213200000,2518539045.7026,134622282.3396,1.49,73178800.0392,61365755.1813,0.0001
2026-07-05T02:00:00+00:00,1783216800000,2506889351.726,174631382.8665,1.46,105487820.4149,68865429.9745,0.0001
2026-07-05T03:00:00+00:00,1783220400000,2502119867.6236,176356821.8589,1.45,100171407.0915,75499058.9477,0.0001
2026-07-05T04:00:00+00:00,1783224000000,2503305752.2014,74184706.6909,1.46,29887252.2601,44297316.4277,0.0001
2026-07-05T05:00:00+00:00,1783227600000,2511259208.2014,138639599.6127,1.49,57781045.4424,80858554.1704,0.0001
2026-07-05T06:00:00+00:00,1783231200000,2505198018.7936,92782732.4171,1.48,54261997.5625,38520722.3062,0.0001
2026-07-05T07:00:00+00:00,1783234800000,2511476044.3202,49253127.1596,1.49,19625797.2818,29627329.8778,0.0001
2026-07-05T08:00:00+00:00,1783238400000,2515737391.366,143243003.5839,1.49,58253307.4214,84989476.4549,7.36099190415e-05
2026-07-05T09:00:00+00:00,1783242000000,2517987600.1397,118627510.7081,1.47,68894986.3108,49732524.3973,7.36099190415e-05
2026-07-05T10:00:00+00:00,1783245600000,2509463566.4916,310330045.3015,1.47,173962788.2225,135333878.8143,7.36099190415e-05
2026-07-05T11:00:00+00:00,1783249200000,2515551070.2394,99071415.5431,1.47,47478711.8022,51592484.8281,7.36099190415e-05
2026-07-05T12:00:00+00:00,1783252800000,2522467897.4397,69536077.2724,1.45,40532037.1236,29004040.1488,7.36099190415e-05
2026-07-05T13:00:00+00:00,1783256400000,2523046058.0372,88907351.2712,1.46,46797029.6129,42110321.6583,7.36099190415e-05
2026-07-05T14:00:00+00:00,1783260000000,2529648142.5865,99843344.208,1.46,50677780.9686,49165563.2394,7.36099190415e-05
2026-07-05T15:00:00+00:00,1783263600000,2527006982.689,75063324.8602,1.46,35767543.5886,39295781.2716,7.36099190415e-05
2026-07-05T16:00:00+00:00,1783267200000,2514101718.053,186454720.8145,1.46,102509044.2256,83945645.2203,2.11483321941e-05
2026-07-05T17:00:00+00:00,1783270800000,2532880560.2238,115846552.8185,1.45,52706992.3055,63139203.2889,2.11483321941e-05
2026-07-05T18:00:00+00:00,1783274400000,2531134328.7308,77442005.596,1.46,42696166.2198,34745839.3762,2.11483321941e-05
2026-07-05T19:00:00+00:00,1783278000000,2524975250.7858,54359840.3521,1.47,23221046.1312,31138794.2209,2.11483321941e-05
2026-07-05T20:00:00+00:00,1783281600000,2521739494.5167,39085501.551,1.47,19149764.6882,19935736.8628,2.11483321941e-05
2026-07-05T21:00:00+00:00,1783285200000,2521544854.1216,28597822.1706,1.46,13265828.0741,15331994.0965,2.11483321941e-05
2026-07-05T22:00:00+00:00,1783288800000,2506763682.0274,220730859.9449,1.48,90955589.5924,129774949.3335,2.11483321941e-05
2026-07-05T23:00:00+00:00,1783292400000,2494251428.5229,641460618.1849,1.46,280591050.9339,360869567.251,2.11483321941e-05
2026-07-06T00:00:00+00:00,1783296000000,2500058789.1625,295790990.858,1.41,143763706.46,152015886.0398,6.17667680351e-05
2026-07-06T01:00:00+00:00,1783299600000,2492778409.876,254167381.9024,1.41,122349360.5351,131498797.6972,6.17667680351e-05
2026-07-06T02:00:00+00:00,1783303200000,2504212058.8267,187495175.479,1.43,97624701.9656,89869284.0137,6.17667680351e-05
2026-07-06T03:00:00+00:00,1783306800000,2505756430.3311,189278699.5019,1.46,86877944.7808,102333121.9581,6.17667680351e-05
2026-07-06T04:00:00+00:00,1783310400000,2507079850.2957,255410863.5631,1.5,114039502.334,140636992.1037,6.17667680351e-05
2026-07-06T05:00:00+00:00,1783314000000,2503598351.1975,114584926.0695,1.52,60475244.5535,54109681.516,6.17667680351e-05
2026-07-06T06:00:00+00:00,1783317600000,2507581695.3414,244192017.6529,1.54,136606359.8173,107112523.1149,6.17667680351e-05
2026-07-06T07:00:00+00:00,1783321200000,2520145590.3877,120915043.9434,1.54,55369712.7601,65544398.0374,6.17667680351e-05
2026-07-06T08:00:00+00:00,1783324800000,2520640866.063,166214510.7485,1.57,73108622.5984,93047621.2555,9.8247928749e-05
2026-07-06T09:00:00+00:00,1783328400000,2517117182.2429,216407820.5231,1.58,116756509.5123,98655115.14,9.8247928749e-05
2026-07-06T10:00:00+00:00,1783332000000,2501515252.9334,243775433.8366,1.59,138571675.6048,103278873.7253,9.8247928749e-05
2026-07-06T11:00:00+00:00,1783335600000,2531317970.4158,308310243.0077,1.56,155692415.6459,152617827.3618,9.8247928749e-05
2026-07-06T12:00:00+00:00,1783339200000,2546898960.6595,282167483.6439,1.57,158501778.7784,121486415.1643,9.8247928749e-05
2026-07-06T13:00:00+00:00,1783342800000,2563411161.2256,1328037806.6336,1.55,675010207.4594,623195384.7152,9.8247928749e-05
2026-07-06T14:00:00+00:00,1783346400000,2550526542.093,844250877.2659,1.62,421778210.935,415546585.7084,9.8247928749e-05
2026-07-06T15:00:00+00:00,1783350000000,2563172464.7141,598809321.6407,1.63,282110440.868,316546879.2246,9.8247928749e-05
2026-07-06T16:00:00+00:00,1783353600000,2498704233.6523,1120205955.7722,1.52,511744247.6601,608461708.1122,4.35732937955e-05
2026-07-06T17:00:00+00:00,1783357200000,2520644886.8217,726825642.9574,1.42,359926139.077,366854326.1557,4.35732937955e-05
2026-07-06T18:00:00+00:00,1783360800000,2559172885.7987,327441936.6929,1.31,164492138.7423,162948923.0672,4.35732937955e-05
2026-07-06T19:00:00+00:00,1783364400000,2560028776.3812,140978145.4333,1.32,57553992.3939,83416754.7171,4.35732937955e-05
2026-07-06T20:00:00+00:00,1783368000000,2559226281.1478,104320006.7754,1.31,50027595.43,54292411.3454,4.35732937955e-05
2026-07-06T21:00:00+00:00,1783371600000,2538942261.8656,101410395.2714,1.27,49788473.1899,51621922.0816,4.35732937955e-05
2026-07-06T22:00:00+00:00,1783375200000,2478424801.8306,639104977.6516,1.34,251797456.433,387288694.2311,4.35732937955e-05
2026-07-06T23:00:00+00:00,1783378800000,2473857372.9319,121121961.2302,1.31,63613050.8266,57508910.4037,4.35732937955e-05
2026-07-07T00:00:00+00:00,1783382400000,2474963497.7556,121940560.5094,1.28,75792283.507,45959727.6909,0.0001
2026-07-07T01:00:00+00:00,1783386000000,2499250861.7007,217113779.2176,1.34,89471066.2803,127571160.3445,0.0001
2026-07-07T02:00:00+00:00,1783389600000,2498725169.137,236986841.528,1.31,141480421.1605,95149834.7385,0.0001
2026-07-07T03:00:00+00:00,1783393200000,2494046253.4857,364460864.7746,1.34,204629784.9617,158641583.633,0.0001
2026-07-07T04:00:00+00:00,1783396800000,2502380395.9605,231653984.9424,1.37,111546507.4,119805029.8334,0.0001
2026-07-07T05:00:00+00:00,1783400400000,2506825494.9609,192373705.3137,1.42,94978743.2269,97297939.7336,0.0001
2026-07-07T06:00:00+00:00,1783404000000,2508653439.6978,376891022.3837,1.44,182744052.0758,193157170.1659,0.0001
2026-07-07T07:00:00+00:00,1783407600000,2524385463.8081,207724161.4054,1.5,95003258.1383,112720896.9438,0.0001
2026-07-07T08:00:00+00:00,1783411200000,2534481104.7382,199022995.5137,1.5,118119754.2575,80893858.0398,6.78140695912e-05
2026-07-07T09:00:00+00:00,1783414800000,2547537940.7561,140866458.173,1.5,75276352.978,65340657.5547,6.78140695912e-05
2026-07-07T10:00:00+00:00,1783418400000,2564948518.8689,149540440.5713,1.54,58879855.4739,90660585.0974,6.78140695912e-05
2026-07-07T11:00:00+00:00,1783422000000,2556380137.1641,170039911.0825,1.54,78759938.1805,91278764.5148,6.78140695912e-05
2026-07-07T12:00:00+00:00,1783425600000,2561113821.1316,208169257.8438,1.54,118154198.5475,90008654.9047,6.78140695912e-05
2026-07-07T13:00:00+00:00,1783429200000,2557225480.1542,403467809.6957,1.5,189798547.0135,213649413.6728,6.78140695912e-05
2026-07-07T14:00:00+00:00,1783432800000,2564054051.363,526716436.8423,1.49,280085827.9289,245811616.9624,6.78140695912e-05
2026-07-07T15:00:00+00:00,1783436400000,2563816730.4394,752068998.4397,1.49,358271254.1387,390827191.8015,6.78140695912e-05
2026-07-07T16:00:00+00:00,1783440000000,2553627948.672,572318748.9685,1.5,275082707.1801,297221606.5442,5.89596545996e-05
2026-07-07T17:00:00+00:00,1783443600000,2542454023.7019,293802390.7945,1.44,139957324.6938,153844133.0191,5.89596545996e-05
2026-07-07T18:00:00+00:00,1783447200000,2559421501.551,170685165.341,1.44,83983923.2003,86674469.1062,5.89596545996e-05
2026-07-07T19:00:00+00:00,1783450800000,2533730517.9344,208507830.2917,1.4,125051802.6675,82491586.3665,5.89596545996e-05
2026-07-07T20:00:00+00:00,1783454400000,2507756758.0595,273470504.1148,1.42,133711407.632,139223110.5168,5.89596545996e-05
2026-07-07T21:00:00+00:00,1783458000000,2500295618.3346,109736902.6708,1.4,48315075.9876,61421826.6832,5.89596545996e-05
2026-07-07T22:00:00+00:00,1783461600000,2489721009.7862,153810948.3558,1.41,82452037.4654,71195458.9895,5.89596545996e-05
2026-07-07T23:00:00+00:00,1783465200000,2493429987.637,139278764.583,1.42,69883111.1947,68657429.028,5.89596545996e-05
2026-07-08T00:00:00+00:00,1783468800000,2493325571.748,89111118.7468,1.41,45435587.3318,43655793.4825,5.68819916406e-05
2026-07-08T01:00:00+00:00,1783472400000,2499684696.5257,150884535.1755,1.42,76555248.97,74327773.2841,5.68819916406e-05
2026-07-08T02:00:00+00:00,1783476000000,2516072769.2446,320739961.8914,1.46,184180289.3496,134726130.1618,5.68819916406e-05
2026-07-08T03:00:00+00:00,1783479600000,2523790287.6069,440887805.1863,1.53,234919395.7334,203978677.4861,5.68819916406e-05
2026-07-08T04:00:00+00:00,1783483200000,2531831878.1911,139126028.8155,1.53,75163931.6177,63918335.4954,5.68819916406e-05
2026-07-08T05:00:00+00:00,1783486800000,2534219488.1703,137625503.889,1.55,67136692.8046,70480199.9664,5.68819916406e-05
2026-07-08T06:00:00+00:00,1783490400000,2541179319.2561,133362335.1388,1.55,66207802.3844,66977752.3354,5.68819916406e-05
2026-07-08T07:00:00+00:00,1783494000000,2545387608.6709,225873368.4209,1.58,112435670.3741,112682447.1114,5.68819916406e-05
2026-07-08T08:00:00+00:00,1783497600000,2556596926.6032,203040281.9475,1.62,84488522.4809,118503339.9194,4.44623992899e-05
2026-07-08T09:00:00+00:00,1783501200000,2565362107.3097,937843845.2335,1.64,525111761.9874,401896218.0667,4.44623992899e-05
2026-07-08T10:00:00+00:00,1783504800000,2565285115.4859,499529853.2947,1.62,261568358.8189,237287687.5811,4.44623992899e-05
2026-07-08T11:00:00+00:00,1783508400000,2571025226.3856,176762296.7639,1.64,74740021.4166,102022275.3474,4.44623992899e-05
2026-07-08T12:00:00+00:00,1783512000000,2572941086.4502,232074351.1377,1.64,97105295.5063,134965569.987,4.44623992899e-05
2026-07-08T13:00:00+00:00,1783515600000,2552862293.8455,236547317.8174,1.66,135456181.9717,100983754.6898,4.44623992899e-05
2026-07-08T14:00:00+00:00,1783519200000,2570336049.1069,454418236.6878,1.62,230785452.6128,222098023.2955,4.44623992899e-05
2026-07-08T15:00:00+00:00,1783522800000,2567846320.2259,398554290.0304,1.64,190858566.8629,207059628.1375,4.44623992899e-05
2026-07-08T16:00:00+00:00,1783526400000,2593736085.7468,312087457.8529,1.67,161904314.9843,148503238.6334,8.51580031502e-05
2026-07-08T17:00:00+00:00,1783530000000,2601147040.781,273969915.4784,1.69,98475335.691,175494579.7874,8.51580031502e-05
2026-07-08T18:00:00+00:00,1783533600000,2508058772.644,248894701.8255,1.65,130260564.5322,118634137.2934,8.51580031502e-05
2026-07-08T19:00:00+00:00,1783537200000,2512878790.6566,161777631.2128,1.63,82397894.7745,79339973.304,8.51580031502e-05
2026-07-08T20:00:00+00:00,1783540800000,2512101214.7177,90976230.9175,1.63,46740044.0828,44236186.8347,8.51580031502e-05
2026-07-08T21:00:00+00:00,1783544400000,2512101478.2137,78356981.7513,1.63,44564459.116,33792324.044,8.51580031502e-05
2026-07-08T22:00:00+00:00,1783548000000,2502535902.503,128566408.4571,1.61,70132057.3118,58432955.9229,8.51580031502e-05
2026-07-08T23:00:00+00:00,1783551600000,2501109235.6534,64369459.8365,1.61,30806849.9503,33562609.8862,8.51580031502e-05
2026-07-09T00:00:00+00:00,1783555200000,2504958476.4908,67053875.1988,1.6,32427831.159,34626044.0398,7.23410745506e-05
2026-07-09T01:00:00+00:00,1783558800000,2507796101.5838,95717183.1831,1.57,52102590.3678,43612770.994,7.23410745506e-05
2026-07-09T02:00:00+00:00,1783562400000,2497088433.2666,385335511.7779,1.59,196812895.8274,186791492.2503,7.23410745506e-05
2026-07-09T03:00:00+00:00,1783566000000,2507963410.5128,230941060.9179,1.58,122531620.6642,107412370.1743,7.23410745506e-05
2026-07-09T04:00:00+00:00,1783569600000,2503295942.8756,149516877.1475,1.6,71927172.4926,76972604.6549,7.23410745506e-05
2026-07-09T05:00:00+00:00,1783573200000,2497111203.5583,197339748.4758,1.58,89996195.7921,107343552.6838,7.23410745506e-05
2026-07-09T06:00:00+00:00,1783576800000,2504801135.9622,266103843.9609,1.52,130264319.779,135839524.1819,7.23410745506e-05
2026-07-09T07:00:00+00:00,1783580400000,2486005705.2888,461053249.2292,1.47,197420324.7108,263632924.5184,7.23410745506e-05
2026-07-09T08:00:00+00:00,1783584000000,2474475132.9139,525418480.9126,1.47,247662955.6652,277753936.5389,1.3105775059e-06
2026-07-09T09:00:00+00:00,1783587600000,2470918263.8145,172774251.5547,1.42,91131190.7696,81643060.7851,1.3105775059e-06
2026-07-09T10:00:00+00:00,1783591200000,2467901197.0953,147668736.8702,1.4,73383895.7069,74265714.88,1.3105775059e-06
2026-07-09T11:00:00+00:00,1783594800000,2457778529.9202,175018629.502,1.38,93181149.059,81492632.1551,1.3105775059e-06
2026-07-09T12:00:00+00:00,1783598400000,2452813472.5125,191449954.567,1.39,102736100.0221,88683461.266,1.3105775059e-06
2026-07-09T13:00:00+00:00,1783602000000,2441417141.3934,894875999.5601,1.44,454208887.3171,440232800.3288,1.3105775059e-06
2026-07-09T14:00:00+00:00,1783605600000,2463757660.9021,376197044.6262,1.46,159181326.858,216950981.8865,1.3105775059e-06
2026-07-09T15:00:00+00:00,1783609200000,2458103241.8808,306502474.9439,1.46,159463913.3381,146962856.0066,1.3105775059e-06
2026-07-09T16:00:00+00:00,1783612800000,2459353110.63,338907555.1361,1.43,167728506.1659,171176078.3974,3.51830663184e-05
2026-07-09T17:00:00+00:00,1783616400000,2450359827.7608,221790027.4,1.47,114053487.2116,106568425.7594,3.51830663184e-05
2026-07-09T18:00:00+00:00,1783620000000,2490146383.3389,213182074.9598,1.48,97038016.4471,116143261.1064,3.51830663184e-05
2026-07-09T19:00:00+00:00,1783623600000,2470167608.0904,416895887.9363,1.45,182157593.7453,234736300.1056,3.51830663184e-05
2026-07-09T20:00:00+00:00,1783627200000,2475530229.2065,120055236.2618,1.44,48620577.6386,71434658.6232,3.51830663184e-05
2026-07-09T21:00:00+00:00,1783630800000,2465305363.6633,63171577.3146,1.43,27606495.6524,35563817.6502,3.51830663184e-05
2026-07-09T22:00:00+00:00,1783634400000,2465279448.8544,65474164.9316,1.42,29606141.388,35810037.701,3.51830663184e-05
2026-07-09T23:00:00+00:00,1783638000000,2487346666.4192,126044510.6881,1.41,73521763.8114,52522746.8768,3.51830663184e-05
2026-07-10T00:00:00+00:00,1783641600000,2486466926.4658,133255033.436,1.39,58383398.949,74861680.1454,7.32355162048e-05
2026-07-10T01:00:00+00:00,1783645200000,2480246369.6459,195086132.3884,1.38,113935919.4675,81038387.1345,7.32355162048e-05
2026-07-10T02:00:00+00:00,1783648800000,2485910141.846,558849083.7929,1.37,222868356.7639,335980727.029,7.32355162048e-05
2026-07-10T03:00:00+00:00,1783652400000,2499309007.7158,370549935.9267,1.35,162409380.9644,208140554.9624,7.32355162048e-05
2026-07-10T04:00:00+00:00,1783656000000,2514127159.8693,162125838.1341,1.31,89279831.6478,72846006.4863,7.32355162048e-05
2026-07-10T05:00:00+00:00,1783659600000,2511806350.8857,251925348.8494,1.28,115197911.8907,136727436.9587,7.32355162048e-05
2026-07-10T06:00:00+00:00,1783663200000,2512497493.7174,154551018.6018,1.27,72187485.8742,82363225.7277,7.32355162048e-05
2026-07-10T07:00:00+00:00,1783666800000,2510337251.4672,152895886.7737,1.24,85442520.9988,67453365.7749,7.32355162048e-05
2026-07-10T08:00:00+00:00,1783670400000,2526069583.025,156523418.4267,1.24,67043657.4215,89473191.9161,8.40924532537e-05
2026-07-10T09:00:00+00:00,1783674000000,2544511929.1923,402351698.7114,1.23,190612231.1822,211739467.5292,8.40924532537e-05
2026-07-10T10:00:00+00:00,1783677600000,2562545900.9537,276767603.3587,1.18,127266803.2206,149500800.1382,8.40924532537e-05
2026-07-10T11:00:00+00:00,1783681200000,2570122941.1236,172123125.5213,1.19,74338727.8724,97784397.6489,8.40924532537e-05
2026-07-10T12:00:00+00:00,1783684800000,2568776889.0791,113477699.0657,1.18,58531044.5026,54946654.5631,8.40924532537e-05
2026-07-10T13:00:00+00:00,1783688400000,2555672834.6545,298459447.1124,1.17,150153345.7501,148306101.3623,8.40924532537e-05
2026-07-10T14:00:00+00:00,1783692000000,2543778855.4541,391309151.9951,1.17,162525435.0262,228774977.2559,8.40924532537e-05
2026-07-10T15:00:00+00:00,1783695600000,2528220689.4849,574986736.4058,1.16,297975719.4262,273927935.9753,8.40924532537e-05
2026-07-10T16:00:00+00:00,1783699200000,2532099914.2614,203849888.4458,1.18,91012287.9582,112837600.4876,7.54950605994e-05
2026-07-10T17:00:00+00:00,1783702800000,2525159098.4092,203429104.2309,1.18,97631973.962,105794421.9735,7.54950605994e-05
2026-07-10T18:00:00+00:00,1783706400000,2566923114.0263,111717220.4871,1.19,50748543.5332,60958952.7588,7.54950605994e-05
2026-07-10T19:00:00+00:00,1783710000000,2559227835.8808,111853555.9196,1.19,59254831.038,52524036.7254,7.54950605994e-05
2026-07-10T20:00:00+00:00,1783713600000,2557202521.4705,146965307.2173,1.2,72446576.0156,74518731.2016,7.54950605994e-05
2026-07-10T21:00:00+00:00,1783717200000,2545632141.4366,162234160.7749,1.2,85926074.6438,76107713.9275,7.54950605994e-05
2026-07-10T22:00:00+00:00,1783720800000,2541717207.5633,69887363.4711,1.21,30452905.8614,39434438.4147,7.54950605994e-05
2026-07-10T23:00:00+00:00,1783724400000,2542982690.6917,76155672.1888,1.21,34942787.6768,41212660.3654,7.54950605994e-05
2026-07-11T00:00:00+00:00,1783728000000,2545506861.3288,71810221.7199,1.22,32320470.6632,39489751.0567,8.22511513621e-05
2026-07-11T01:00:00+00:00,1783731600000,2543910065.7641,70041338.4449,1.22,44946523.4295,25094815.0155,8.22511513621e-05
2026-07-11T02:00:00+00:00,1783735200000,2537837730.9534,117090603.2914,1.23,52351617.5643,64738985.7271,8.22511513621e-05
2026-07-11T03:00:00+00:00,1783738800000,2543231580.1664,74030629.7593,1.22,35020498.5569,39010131.2024,8.22511513621e-05
2026-07-11T04:00:00+00:00,1783742400000,2547599517.4944,70368148.626,1.22,36147785.244,34220363.382,8.22511513621e-05
2026-07-11T05:00:00+00:00,1783746000000,2550259753.7047,43034194.5255,1.22,21689166.1024,21340486.9207,8.22511513621e-05
2026-07-11T06:00:00+00:00,1783749600000,2549876793.5347,44620857.7851,1.23,22122949.5514,22497908.2337,8.22511513621e-05
2026-07-11T07:00:00+00:00,1783753200000,2558555656.2386,71967478.2604,1.23,35347305.2957,36618890.6326,8.22511513621e-05
2026-07-11T08:00:00+00:00,1783756800000,2566697773.8516,61907802.3116,1.23,30400569.5953,31507232.7162,-2.15211796162e-05
2026-07-11T09:00:00+00:00,1783760400000,2571722932.3821,59395723.6621,1.22,19865441.3411,39530282.3209,-2.15211796162e-05
2026-07-11T10:00:00+00:00,1783764000000,2570386961.4686,63708025.9307,1.23,32663543.9092,31044482.0214,-2.15211796162e-05
2026-07-11T11:00:00+00:00,1783767600000,2572225772.5688,51728470.2079,1.22,26198656.2289,25529807.5633,-2.15211796162e-05
2026-07-11T12:00:00+00:00,1783771200000,2576257093.344,48681962.572,1.23,20875115.9969,27806846.5751,-2.15211796162e-05
2026-07-11T13:00:00+00:00,1783774800000,2574494636.4162,51681954.608,1.23,26918980.2655,24762974.3425,-2.15211796162e-05
2026-07-11T14:00:00+00:00,1783778400000,2572644155.9956,48624040.4174,1.23,24102859.788,24521180.6294,-2.15211796162e-05
2026-07-11T15:00:00+00:00,1783782000000,2579190101.4968,170359215.4611,1.23,76226348.6798,94118785.2533,-2.15211796162e-05
2026-07-11T16:00:00+00:00,1783785600000,2586471039.1021,350963976.5371,1.2,188332422.7989,161557034.7667,3.4033691268e-05
2026-07-11T17:00:00+00:00,1783789200000,2588949568.0966,129885699.2412,1.22,63929227.5534,65956401.1905,3.4033691268e-05
2026-07-11T18:00:00+00:00,1783792800000,2596336893.3635,77791179.2306,1.19,36856934.901,40934167.1036,3.4033691268e-05
2026-07-11T19:00:00+00:00,1783796400000,2593343471.5629,39698361.5903,1.19,22695868.6979,17002492.8924,3.4033691268e-05
2026-07-11T20:00:00+00:00,1783800000000,2592593847.8367,32033438.4808,1.19,18275565.3983,13757873.0825,3.4033691268e-05
2026-07-11T21:00:00+00:00,1783803600000,2592461363.6991,39938320.4119,1.19,16575562.1519,23362758.26,3.4033691268e-05
2026-07-11T22:00:00+00:00,1783807200000,2592793480.2478,25709190.1313,1.19,12366434.8504,13342755.2809,3.4033691268e-05
2026-07-11T23:00:00+00:00,1783810800000,2583746270.1968,76196682.4988,1.22,47152069.2469,29044362.8454,3.4033691268e-05
2026-07-12T00:00:00+00:00,1783814400000,2568490229.2796,279857117.4048,1.22,147511214.2636,130728471.3152,6.65193799449e-05
2026-07-12T01:00:00+00:00,1783818000000,2585151955.1256,194024738.7313,1.23,99245893.9116,93505914.2562,6.65193799449e-05
2026-07-12T02:00:00+00:00,1783821600000,2591420597.567,163837467.7678,1.27,70347240.2034,93490227.5644,6.65193799449e-05
2026-07-12T03:00:00+00:00,1783825200000,2593582944.7159,71448181.6825,1.26,47597129.4722,23851052.2103,6.65193799449e-05
2026-07-12T04:00:00+00:00,1783828800000,2594712995.95,75236178.6131,1.25,29231777.4725,46004401.1406,6.65193799449e-05
2026-07-12T05:00:00+00:00,1783832400000,2598183099.6923,108544118.2675,1.25,66670639.6013,41873478.6662,6.65193799449e-05
2026-07-12T06:00:00+00:00,1783836000000,2603586069.4054,60258391.68,1.25,33202546.1525,27055845.5275,6.65193799449e-05
2026-07-12T07:00:00+00:00,1783839600000,2602837118.6231,242407766.1146,1.28,123664238.4805,118149573.4644,6.65193799449e-05
2026-07-12T08:00:00+00:00,1783843200000,2598057768.9299,72065260.4511,1.29,31144060.2791,40921200.172,6.27690257703e-05
2026-07-12T09:00:00+00:00,1783846800000,2588497697.4833,138002019.8497,1.26,63163140.1192,74838879.7305,6.27690257703e-05
2026-07-12T10:00:00+00:00,1783850400000,2591422962.6979,122738124.2096,1.26,58441016.5428,64297107.6668,6.27690257703e-05
2026-07-12T11:00:00+00:00,1783854000000,2595381300.6415,62174763.8533,1.25,31876718.8799,30298044.9734,6.27690257703e-05
2026-07-12T12:00:00+00:00,1783857600000,2585952153.5011,93715013.3554,1.26,48273697.2565,45441316.0989,6.27690257703e-05
2026-07-12T13:00:00+00:00,1783861200000,2580266028.0086,89378788.4045,1.26,42096291.8878,47282496.5167,6.27690257703e-05
2026-07-12T14:00:00+00:00,1783864800000,2580108522.4897,44103057.5154,1.26,26082232.2064,18020825.309,6.27690257703e-05
2026-07-12T15:00:00+00:00,1783868400000,2577699877.1373,135701425.4712,1.24,57648941.0869,78051695.6448,6.27690257703e-05
