time_msc,time,bid,ask,last,volume,flags
1785425239932,1785425239,64639.5,64649.5,0.0,0,6
1785425240575,1785425240,64640.32,64650.32,0.0,0,6
1785425240591,1785425240,64642.73,64652.73,0.0,0,6
1785425240604,1785425240,64649.52,64659.52,0.0,0,6
1785425240696,1785425240,64652.29,64662.29,0.0,0,6
1785425240781,1785425240,64655.26,64665.26,0.0,0,6
1785425241117,1785425241,64651.81,64661.81,0.0,0,6
1785425241145,1785425241,64650.45,64660.45,0.0,0,6
1785425241170,1785425241,64643.32,64653.32,0.0,0,6
1785425241247,1785425241,64639.82,64649.82,0.0,0,6
1785425241321,1785425241,64638.23,64648.23,0.0,0,6
1785425241383,1785425241,64636.06,64646.06,0.0,0,6
1785425242416,1785425242,64635.94,64645.94,0.0,0,6
1785425243426,1785425243,64637.11,64647.11,0.0,0,6
1785425244466,1785425244,64639.42,64649.42,0.0,0,6
1785425245504,1785425245,64640.66,64650.66,0.0,0,6
1785425246537,1785425246,64640.68,64650.68,0.0,0,6
1785425247539,1785425247,64636.48,64646.48,0.0,0,6
1785425248662,1785425248,64638.05,64648.05,0.0,0,6
1785425249698,1785425249,64639.74,64649.74,0.0,0,6
1785425250706,1785425250,64638.42,64648.42,0.0,0,6
1785425251615,1785425251,64645.53,64655.53,0.0,0,6
1785425251627,1785425251,64648.28,64658.28,0.0,0,6
1785425251665,1785425251,64650.33,64660.33,0.0,0,6
1785425251785,1785425251,64653.99,64663.99,0.0,0,6
1785425251954,1785425251,64656.15,64666.15,0.0,0,6
1785425252058,1785425252,64658.21,64668.21,0.0,0,6
1785425253120,1785425253,64657.98,64667.98,0.0,0,6
1785425254138,1785425254,64657.19,64667.19,0.0,0,6
1785425256206,1785425256,64656.31,64666.31,0.0,0,6
1785425257324,1785425257,64656.17,64666.17,0.0,0,6
1785425258426,1785425258,64655.4,64665.4,0.0,0,6
1785425259473,1785425259,64655.31,64665.31,0.0,0,6
1785425260485,1785425260,64654.85,64664.85,0.0,0,6
1785425261289,1785425261,64657.98,64667.98,0.0,0,6
1785425261303,1785425261,64660.84,64670.84,0.0,0,6
1785425262364,1785425262,64660.23,64670.23,0.0,0,6
1785425263386,1785425263,64660.27,64670.27,0.0,0,6
1785425263399,1785425263,64662.06,64672.06,0.0,0,6
1785425264445,1785425264,64662.15,64672.15,0.0,0,6
1785425265465,1785425265,64661.98,64671.98,0.0,0,6
1785425266594,1785425266,64662.59,64672.59,0.0,0,6
1785425267625,1785425267,64666.04,64676.04,0.0,0,6
1785425268705,1785425268,64665.37,64675.37,0.0,0,6
1785425269711,1785425269,64664.7,64674.7,0.0,0,6
1785425270719,1785425270,64664.95,64674.95,0.0,0,6
1785425271724,1785425271,64664.74,64674.74,0.0,0,6
1785425272774,1785425272,64664.41,64674.41,0.0,0,6
1785425273775,1785425273,64662.88,64672.88,0.0,0,6
1785425274487,1785425274,64665.64,64675.64,0.0,0,6
