time_msc,time,bid,ask,last,volume,flags
1785628765057,1785628765,62754.83,62764.83,0.0,0,6
1785628766089,1785628766,62755.55,62765.55,0.0,0,6
1785628767132,1785628767,62755.96,62765.96,0.0,0,6
1785628768151,1785628768,62755.77,62765.77,0.0,0,6
1785628769196,1785628769,62753.22,62763.22,0.0,0,6
1785628770227,1785628770,62753.55,62763.55,0.0,0,6
1785628771260,1785628771,62753.51,62763.51,0.0,0,6
1785628772294,1785628772,62756.22,62766.22,0.0,0,6
1785628773327,1785628773,62754.7,62764.7,0.0,0,6
1785628774353,1785628774,62754.76,62764.76,0.0,0,6
1785628775379,1785628775,62754.4,62764.4,0.0,0,6
1785628776429,1785628776,62755.08,62765.08,0.0,0,6
1785628777463,1785628777,62755.58,62765.58,0.0,0,6
1785628778468,1785628778,62756.19,62766.19,0.0,0,6
1785628779489,1785628779,62753.77,62763.77,0.0,0,6
1785628780558,1785628780,62754.34,62764.34,0.0,0,6
1785628781591,1785628781,62753.53,62763.53,0.0,0,6
1785628782621,1785628782,62753.6,62763.6,0.0,0,6
1785628783656,1785628783,62754.75,62764.75,0.0,0,6
1785628784689,1785628784,62754.2,62764.2,0.0,0,6
1785628785710,1785628785,62755.59,62765.59,0.0,0,6
1785628786753,1785628786,62756.75,62766.75,0.0,0,6
1785628787784,1785628787,62757.79,62767.79,0.0,0,6
1785628788815,1785628788,62759.04,62769.04,0.0,0,6
1785628789850,1785628789,62757.73,62767.73,0.0,0,6
1785628790884,1785628790,62759.78,62769.78,0.0,0,6
1785628791898,1785628791,62758.67,62768.67,0.0,0,6
1785628792944,1785628792,62755.39,62765.39,0.0,0,6
1785628794001,1785628794,62753.92,62763.92,0.0,0,6
1785628795008,1785628795,62754.6,62764.6,0.0,0,6
1785628796069,1785628796,62755.82,62765.82,0.0,0,6
1785628797092,1785628797,62757.15,62767.15,0.0,0,6
1785628798123,1785628798,62757.56,62767.56,0.0,0,6
1785628799159,1785628799,62756.83,62766.83,0.0,0,6
1785628800215,1785628800,62757.25,62767.25,0.0,0,6
1785628801295,1785628801,62759.05,62769.05,0.0,0,6
1785628802309,1785628802,62757.38,62767.38,0.0,0,6
1785628803338,1785628803,62757.99,62767.99,0.0,0,6
1785628804322,1785628804,62758.41,62768.41,0.0,0,6
1785628805326,1785628805,62759.68,62769.68,0.0,0,6
1785628806382,1785628806,62759.22,62769.22,0.0,0,6
1785628806461,1785628806,62763.54,62773.54,0.0,0,6
1785628806474,1785628806,62765.61,62775.61,0.0,0,6
1785628806501,1785628806,62767.48,62777.48,0.0,0,6
1785628806746,1785628806,62768.81,62778.81,0.0,0,6
1785628806759,1785628806,62770.59,62780.59,0.0,0,6
1785628806901,1785628806,62773.72,62783.72,0.0,0,6
1785628807152,1785628807,62776.74,62786.74,0.0,0,6
1785628807219,1785628807,62778.91,62788.91,0.0,0,6
1785628808196,1785628808,62775.9,62785.9,0.0,0,6
1785628809211,1785628809,62773.81,62783.81,0.0,0,6
1785628810220,1785628810,62770.8,62780.8,0.0,0,6
1785628811277,1785628811,62770.77,62780.77,0.0,0,6
1785628812379,1785628812,62770.74,62780.74,0.0,0,6
1785628814501,1785628814,62770.67,62780.67,0.0,0,6
1785628815549,1785628815,62770.64,62780.64,0.0,0,6
1785628816601,1785628816,62770.62,62780.62,0.0,0,6
1785628817656,1785628817,62770.59,62780.59,0.0,0,6
1785628818696,1785628818,62770.56,62780.56,0.0,0,6
1785628819701,1785628819,62773.57,62783.57,0.0,0,6
1785628820806,1785628820,62770.5,62780.5,0.0,0,6
1785628821835,1785628821,62770.95,62780.95,0.0,0,6
1785628822848,1785628822,62772.59,62782.59,0.0,0,6
1785628823889,1785628823,62772.78,62782.78,0.0,0,6
1785628825047,1785628825,62770.39,62780.39,0.0,0,6
1785628826166,1785628826,62771.58,62781.58,0.0,0,6
1785628827201,1785628827,62772.01,62782.01,0.0,0,6
1785628828226,1785628828,62773.24,62783.24,0.0,0,6
1785628829259,1785628829,62772.65,62782.65,0.0,0,6
1785628830278,1785628830,62770.68,62780.68,0.0,0,6
1785628831307,1785628831,62768.41,62778.41,0.0,0,6
1785628832332,1785628832,62767.2,62777.2,0.0,0,6
1785628833345,1785628833,62768.28,62778.28,0.0,0,6
1785628834388,1785628834,62766.4,62776.4,0.0,0,6
1785628835391,1785628835,62768.65,62778.65,0.0,0,6
1785628836407,1785628836,62766.91,62776.91,0.0,0,6
1785628837521,1785628837,62766.93,62776.93,0.0,0,6
1785628838530,1785628838,62770.38,62780.38,0.0,0,6
1785628839536,1785628839,62769.73,62779.73,0.0,0,6
1785628840545,1785628840,62770.44,62780.44,0.0,0,6
1785628841552,1785628841,62769.3,62779.3,0.0,0,6
1785628842552,1785628842,62767.15,62777.15,0.0,0,6
1785628843644,1785628843,62767.41,62777.41,0.0,0,6
1785628844680,1785628844,62768.53,62778.53,0.0,0,6
1785628845998,1785628845,62769.32,62779.32,0.0,0,6
1785628847318,1785628847,62773.7,62783.7,0.0,0,6
1785628848528,1785628848,62772.5,62782.5,0.0,0,6
1785628849558,1785628849,62768.91,62778.91,0.0,0,6
1785628850163,1785628850,62772.45,62782.45,0.0,0,6
1785628850191,1785628850,62775.38,62785.38,0.0,0,6
1785628850218,1785628850,62777.64,62787.64,0.0,0,6
1785628850240,1785628850,62780.01,62790.01,0.0,0,6
1785628851299,1785628851,62779.22,62789.22,0.0,0,6
1785628852379,1785628852,62776.53,62786.53,0.0,0,6
1785628853479,1785628853,62776.5,62786.5,0.0,0,6
1785628854518,1785628854,62776.46,62786.46,0.0,0,6
1785628856133,1785628856,62775.94,62785.94,0.0,0,6
1785628857149,1785628857,62775.88,62785.88,0.0,0,6
1785628858259,1785628858,62775.83,62785.83,0.0,0,6
1785628859314,1785628859,62775.73,62785.73,0.0,0,6
1785628860323,1785628860,62775.69,62785.69,0.0,0,6
1785628861326,1785628861,62775.64,62785.64,0.0,0,6
1785628862331,1785628862,62775.6,62785.6,0.0,0,6
1785628862524,1785628862,62777.2,62787.2,0.0,0,6
1785628862570,1785628862,62779.71,62789.71,0.0,0,6
1785628862603,1785628862,62783.65,62793.65,0.0,0,6
1785628862624,1785628862,62785.24,62795.24,0.0,0,6
1785628862642,1785628862,62787.99,62797.99,0.0,0,6
1785628863728,1785628863,62791.24,62801.24,0.0,0,6
1785628864949,1785628864,62787.98,62797.98,0.0,0,6
1785628866438,1785628866,62795.35,62805.35,0.0,0,6
1785628867511,1785628867,62789.76,62799.76,0.0,0,6
1785628868638,1785628868,62788.88,62798.88,0.0,0,6
1785628869689,1785628869,62790.58,62800.58,0.0,0,6
1785628870701,1785628870,62795.84,62805.84,0.0,0,6
1785628871709,1785628871,62795.96,62805.96,0.0,0,6
1785628872748,1785628872,62789.91,62799.91,0.0,0,6
1785628873769,1785628873,62789.26,62799.26,0.0,0,6
1785628874799,1785628874,62793.25,62803.25,0.0,0,6
1785628875848,1785628875,62790.66,62800.66,0.0,0,6
1785628876878,1785628876,62788.13,62798.13,0.0,0,6
1785628877979,1785628877,62795.96,62805.96,0.0,0,6
1785628879038,1785628879,62792.74,62802.74,0.0,0,6
1785628880188,1785628880,62787.96,62797.96,0.0,0,6
1785628881208,1785628881,62792.63,62802.63,0.0,0,6
1785628882238,1785628882,62795.62,62805.62,0.0,0,6
1785628883369,1785628883,62791.42,62801.42,0.0,0,6
1785628884419,1785628884,62789.5,62799.5,0.0,0,6
1785628885009,1785628885,62791.46,62801.46,0.0,0,6
1785628885026,1785628885,62794.9,62804.9,0.0,0,6
1785628885037,1785628885,62797.76,62807.76,0.0,0,6
1785628886069,1785628886,62798.13,62808.13,0.0,0,6
1785628887098,1785628887,62794.13,62804.13,0.0,0,6
1785628888125,1785628888,62794.04,62804.04,0.0,0,6
1785628890312,1785628890,62796.95,62806.95,0.0,0,6
1785628891321,1785628891,62794.01,62804.01,0.0,0,6
1785628892348,1785628892,62796.54,62806.54,0.0,0,6
1785628893447,1785628893,62793.98,62803.98,0.0,0,6
1785628894488,1785628894,62794.96,62804.96,0.0,0,6
1785628895530,1785628895,62799.78,62809.78,0.0,0,6
1785628896778,1785628896,62800.66,62810.66,0.0,0,6
1785628897828,1785628897,62798.53,62808.53,0.0,0,6
1785628898922,1785628898,62793.92,62803.92,0.0,0,6
1785628899959,1785628899,62800.01,62810.01,0.0,0,6
1785628901078,1785628901,62801.07,62811.07,0.0,0,6
1785628902168,1785628902,62799.47,62809.47,0.0,0,6
1785628903208,1785628903,62798.95,62808.95,0.0,0,6
1785628904248,1785628904,62801.2,62811.2,0.0,0,6
1785628905329,1785628905,62799.64,62809.64,0.0,0,6
1785628906459,1785628906,62801.84,62811.84,0.0,0,6
1785628907505,1785628907,62799.51,62809.51,0.0,0,6
1785628908534,1785628908,62795.98,62805.98,0.0,0,6
1785628909619,1785628909,62796.72,62806.72,0.0,0,6
1785628910644,1785628910,62790.11,62800.11,0.0,0,6
1785628911656,1785628911,62789.57,62799.57,0.0,0,6
1785628913690,1785628913,62793.31,62803.31,0.0,0,6
1785628914738,1785628914,62789.57,62799.57,0.0,0,6
1785628915799,1785628915,62794.19,62804.19,0.0,0,6
1785628916848,1785628916,62796.94,62806.94,0.0,0,6
1785628917900,1785628917,62798.92,62808.92,0.0,0,6
1785628918939,1785628918,62801.8,62811.8,0.0,0,6
1785628919950,1785628919,62801.06,62811.06,0.0,0,6
1785628921148,1785628921,62795.13,62805.13,0.0,0,6
1785628922216,1785628922,62796.64,62806.64,0.0,0,6
1785628923271,1785628923,62797.65,62807.65,0.0,0,6
1785628924343,1785628924,62797.37,62807.37,0.0,0,6
1785628925372,1785628925,62800.12,62810.12,0.0,0,6
1785628926393,1785628926,62801.28,62811.28,0.0,0,6
1785628927409,1785628927,62793.88,62803.88,0.0,0,6
1785628928447,1785628928,62795.3,62805.3,0.0,0,6
1785628929632,1785628929,62794.96,62804.96,0.0,0,6
1785628930695,1785628930,62795.97,62805.97,0.0,0,6
1785628931709,1785628931,62793.92,62803.92,0.0,0,6
1785628932758,1785628932,62793.93,62803.93,0.0,0,6
1785628933789,1785628933,62793.94,62803.94,0.0,0,6
1785628934940,1785628934,62793.95,62803.95,0.0,0,6
1785628937004,1785628937,62793.97,62803.97,0.0,0,6
1785628938013,1785628938,62793.98,62803.98,0.0,0,6
1785628939156,1785628939,62795.87,62805.87,0.0,0,6
1785628940220,1785628940,62798.37,62808.37,0.0,0,6
1785628941290,1785628941,62799.87,62809.87,0.0,0,6
1785628942307,1785628942,62799.96,62809.96,0.0,0,6
1785628943335,1785628943,62796.05,62806.05,0.0,0,6
1785628944408,1785628944,62794.15,62804.15,0.0,0,6
1785628945440,1785628945,62796.66,62806.66,0.0,0,6
1785628946449,1785628946,62796.98,62806.98,0.0,0,6
1785628947493,1785628947,62796.05,62806.05,0.0,0,6
1785628948528,1785628948,62794.06,62804.06,0.0,0,6
1785628952752,1785628952,62796.38,62806.38,0.0,0,6
1785628953768,1785628953,62795.42,62805.42,0.0,0,6
1785628954805,1785628954,62796.58,62806.58,0.0,0,6
1785628955859,1785628955,62794.92,62804.92,0.0,0,6
1785628956888,1785628956,62795.44,62805.44,0.0,0,6
1785628957966,1785628957,62795.9,62805.9,0.0,0,6
1785628958979,1785628958,62795.84,62805.84,0.0,0,6
1785628960012,1785628960,62795.21,62805.21,0.0,0,6
1785628961052,1785628961,62793.36,62803.36,0.0,0,6
1785628962044,1785628962,62789.55,62799.55,0.0,0,6
1785628962058,1785628962,62787.0,62797.0,0.0,0,6
1785628962103,1785628962,62785.38,62795.38,0.0,0,6
1785628962109,1785628962,62783.32,62793.32,0.0,0,6
1785628962204,1785628962,62782.02,62792.02,0.0,0,6
1785628962205,1785628962,62780.4,62790.4,0.0,0,6
1785628962205,1785628962,62778.81,62788.81,0.0,0,6
1785628962221,1785628962,62777.24,62787.24,0.0,0,6
1785628963274,1785628963,62778.6,62788.6,0.0,0,6
1785628964362,1785628964,62781.72,62791.72,0.0,0,6
1785628965375,1785628965,62781.31,62791.31,0.0,0,6
1785628966564,1785628966,62779.83,62789.83,0.0,0,6
1785628967568,1785628967,62780.5,62790.5,0.0,0,6
1785628968598,1785628968,62779.51,62789.51,0.0,0,6
1785628969607,1785628969,62779.64,62789.64,0.0,0,6
1785628970710,1785628970,62778.58,62788.58,0.0,0,6
1785628971779,1785628971,62784.99,62794.99,0.0,0,6
1785628972816,1785628972,62784.7,62794.7,0.0,0,6
1785628973827,1785628973,62779.26,62789.26,0.0,0,6
1785628974989,1785628974,62782.18,62792.18,0.0,0,6
1785628976038,1785628976,62785.0,62795.0,0.0,0,6
1785628977069,1785628977,62785.01,62795.01,0.0,0,6
1785628979102,1785628979,62784.81,62794.81,0.0,0,6
1785628980102,1785628980,62783.02,62793.02,0.0,0,6
1785628981205,1785628981,62783.04,62793.04,0.0,0,6
1785628982233,1785628982,62785.41,62795.41,0.0,0,6
1785628983301,1785628983,62786.33,62796.33,0.0,0,6
1785628984301,1785628984,62783.75,62793.75,0.0,0,6
1785628985363,1785628985,62784.34,62794.34,0.0,0,6
1785628986128,1785628986,62783.01,62793.01,0.0,0,6
1785628986144,1785628986,62786.11,62796.11,0.0,0,6
1785628986212,1785628986,62788.5,62798.5,0.0,0,6
1785628986294,1785628986,62789.79,62799.79,0.0,0,6
1785628986709,1785628986,62791.87,62801.87,0.0,0,6
1785628987734,1785628987,62791.8,62801.8,0.0,0,6
1785628988738,1785628988,62792.54,62802.54,0.0,0,6
1785628989755,1785628989,62791.7,62801.7,0.0,0,6
1785628990771,1785628990,62791.66,62801.66,0.0,0,6
1785628990966,1785628990,62793.55,62803.55,0.0,0,6
1785628992031,1785628992,62794.25,62804.25,0.0,0,6
1785628993103,1785628993,62794.23,62804.23,0.0,0,6
1785628995159,1785628995,62794.72,62804.72,0.0,0,6
1785628996319,1785628996,62795.6,62805.6,0.0,0,6
1785628997432,1785628997,62795.58,62805.58,0.0,0,6
1785628998918,1785628998,62797.61,62807.61,0.0,0,6
1785628999938,1785628999,62797.35,62807.35,0.0,0,6
1785629001029,1785629001,62796.87,62806.87,0.0,0,6
1785629002048,1785629002,62795.5,62805.5,0.0,0,6
1785629003591,1785629003,62798.43,62808.43,0.0,0,6
1785629004657,1785629004,62796.44,62806.44,0.0,0,6
1785629005697,1785629005,62795.41,62805.41,0.0,0,6
1785629006709,1785629006,62796.46,62806.46,0.0,0,6
1785629007818,1785629007,62803.36,62813.36,0.0,0,6
1785629010068,1785629010,62795.34,62805.34,0.0,0,6
1785629010382,1785629010,62798.8,62808.8,0.0,0,6
1785629011417,1785629011,62800.22,62810.22,0.0,0,6
1785629012429,1785629012,62798.75,62808.75,0.0,0,6
1785629013502,1785629013,62798.69,62808.69,0.0,0,6
1785629014632,1785629014,62798.65,62808.65,0.0,0,6
1785629015868,1785629015,62804.25,62814.25,0.0,0,6
1785629017069,1785629017,62804.37,62814.37,0.0,0,6
1785629018386,1785629018,62798.45,62808.45,0.0,0,6
1785629019004,1785629019,62801.71,62811.71,0.0,0,6
1785629019032,1785629019,62805.22,62815.22,0.0,0,6
1785629020007,1785629020,62806.04,62816.04,0.0,0,6
1785629021052,1785629021,62805.91,62815.91,0.0,0,6
1785629021816,1785629021,62811.91,62821.91,0.0,0,6
1785629021826,1785629021,62813.95,62823.95,0.0,0,6
1785629021900,1785629021,62821.86,62831.86,0.0,0,6
1785629021972,1785629021,62827.79,62837.79,0.0,0,6
1785629022032,1785629022,62826.41,62836.41,0.0,0,6
1785629022062,1785629022,62822.58,62832.58,0.0,0,6
1785629023079,1785629023,62817.81,62827.81,0.0,0,6
1785629024101,1785629024,62822.13,62832.13,0.0,0,6
1785629025102,1785629025,62815.31,62825.31,0.0,0,6
1785629026159,1785629026,62814.53,62824.53,0.0,0,6
1785629027214,1785629027,62814.51,62824.51,0.0,0,6
1785629028404,1785629028,62814.56,62824.56,0.0,0,6
1785629029520,1785629029,62818.14,62828.14,0.0,0,6
1785629030617,1785629030,62817.78,62827.78,0.0,0,6
1785629031643,1785629031,62819.23,62829.23,0.0,0,6
1785629032701,1785629032,62820.22,62830.22,0.0,0,6
1785629034101,1785629034,62822.36,62832.36,0.0,0,6
1785629034251,1785629034,62825.51,62835.51,0.0,0,6
1785629034265,1785629034,62828.32,62838.32,0.0,0,6
1785629035263,1785629035,62824.75,62834.75,0.0,0,6
1785629036265,1785629036,62820.39,62830.39,0.0,0,6
1785629037271,1785629037,62823.03,62833.03,0.0,0,6
1785629037370,1785629037,62826.67,62836.67,0.0,0,6
1785629037382,1785629037,62829.56,62839.56,0.0,0,6
1785629037629,1785629037,62836.53,62846.53,0.0,0,6
1785629038658,1785629038,62834.68,62844.68,0.0,0,6
1785629039719,1785629039,62832.51,62842.51,0.0,0,6
1785629039948,1785629039,62829.83,62839.83,0.0,0,6
1785629041098,1785629041,62833.39,62843.39,0.0,0,6
1785629042148,1785629042,62834.18,62844.18,0.0,0,6
1785629043369,1785629043,62835.75,62845.75,0.0,0,6
1785629044588,1785629044,62837.15,62847.15,0.0,0,6
1785629045600,1785629045,62835.56,62845.56,0.0,0,6
1785629046778,1785629046,62837.07,62847.07,0.0,0,6
1785629046943,1785629046,62828.85,62838.85,0.0,0,6
1785629046956,1785629046,62827.28,62837.28,0.0,0,6
1785629047012,1785629047,62825.18,62835.18,0.0,0,6
1785629047042,1785629047,62823.78,62833.78,0.0,0,6
1785629048062,1785629048,62823.8,62833.8,0.0,0,6
1785629049072,1785629049,62823.35,62833.35,0.0,0,6
1785629050152,1785629050,62817.44,62827.44,0.0,0,6
1785629051154,1785629051,62817.91,62827.91,0.0,0,6
1785629051627,1785629051,62825.67,62835.67,0.0,0,6
1785629052690,1785629052,62825.62,62835.62,0.0,0,6
1785629053918,1785629053,62825.13,62835.13,0.0,0,6
1785629054991,1785629054,62825.58,62835.58,0.0,0,6
1785629055151,1785629055,62828.27,62838.27,0.0,0,6
1785629056238,1785629056,62829.9,62839.9,0.0,0,6
1785629057247,1785629057,62831.9,62841.9,0.0,0,6
1785629058253,1785629058,62832.7,62842.7,0.0,0,6
1785629058696,1785629058,62835.21,62845.21,0.0,0,6
1785629059049,1785629059,62830.41,62840.41,0.0,0,6
1785629059089,1785629059,62832.0,62842.0,0.0,0,6
1785629060123,1785629060,62831.94,62841.94,0.0,0,6
1785629061180,1785629061,62831.88,62841.88,0.0,0,6
1785629062215,1785629062,62832.04,62842.04,0.0,0,6
1785629063256,1785629063,62833.25,62843.25,0.0,0,6
1785629064306,1785629064,62833.78,62843.78,0.0,0,6
1785629065328,1785629065,62831.64,62841.64,0.0,0,6
1785629066400,1785629066,62831.92,62841.92,0.0,0,6
1785629067494,1785629067,62832.35,62842.35,0.0,0,6
1785629068515,1785629068,62834.79,62844.79,0.0,0,6
1785629069523,1785629069,62832.9,62842.9,0.0,0,6
1785629070541,1785629070,62831.34,62841.34,0.0,0,6
