time,deal,order,position,symbol,type,entry,volume,price,profit,commission,fee,swap,magic,comment
2026-08-05T05:03:10,2498723704,3044837712,3044837712,BTCUSDm,BUY,IN,0.01,64192.87,0.0,0.0,0.0,0.0,770405,KL-recov
2026-08-05T05:03:10,2498723732,3044837732,3044837732,BTCUSDm,BUY,IN,0.01,64192.87,0.0,0.0,0.0,0.0,770404,KL-renko-rev
2026-08-05T05:26:14,2498766460,0,3044837712,BTCUSDm,SELL,OUT,0.01,64442.85,2.5,0.0,0.0,0.0,770405,[tp 64442.85000]
2026-08-05T05:26:14,2498766465,0,3044837732,BTCUSDm,SELL,OUT,0.01,64442.87,2.5,0.0,0.0,0.0,770404,[tp 64442.87000]
2026-08-05T05:50:08,2498867723,3044986758,3044986758,BTCUSDm,SELL,IN,0.01,64259.770000000004,0.0,0.0,0.0,0.0,770405,KL-recov
2026-08-05T05:50:09,2498867761,3044986803,3044986803,BTCUSDm,SELL,IN,0.01,64261.57,0.0,0.0,0.0,0.0,770404,KL-renko-rev
2026-08-05T07:21:32,2499178657,0,3044986758,BTCUSDm,BUY,OUT,0.01,64009.77,2.5,0.0,0.0,0.0,770405,[tp 64009.77000]
2026-08-05T07:21:32,2499178659,0,3044986803,BTCUSDm,BUY,OUT,0.01,64009.77,2.52,0.0,0.0,0.0,770404,[tp 64009.77000]
2026-08-05T08:01:11,2499306625,3045458004,3045458004,BTCUSDm,BUY,IN,0.01,64139.200000000004,0.0,0.0,0.0,0.0,770404,KL-renko-rev
2026-08-05T08:01:12,2499306731,3045458107,3045458107,BTCUSDm,BUY,IN,0.01,64139.53,0.0,0.0,0.0,0.0,770405,KL-recov
