audit_utc,raw_rows,nonfinite_ts,nonfinite_sz,nonfinite_px,nonpositive_size,malformed_rows,stored_in_time_order,duplicates,usable_events,timestamps_in_future,first_ts_utc,latest_ts_utc,span_days,span_hours,events_per_hour,nonempty_5min_buckets,formal_scoring_possible,days_until_formal_scoring_begins,formal_scorable_buckets,formal_raw_cascades,formal_cascades,formal_dev,formal_holdout,formal_dev_remaining,formal_holdout_remaining,formal_gate_open,provisional_scorable_buckets,provisional_raw_cascades,provisional_independent_15min,provisional_independent_1h,provisional_independent_4h,provisional_dev,provisional_holdout,provisional_min_prior_buckets_rule,dev_gate,hold_gate,outcomes_examined
2026-08-03T07:53:21Z,2947,0,0,0,0,0,False,0,2947,0,2026-07-31T02:02:15Z,2026-08-03T07:15:37Z,3.218,77.22,38.16,166,False,26.78,0,0,0,0,0,400,100,False,146,10,7,5,5,4,1,20,400,100,False
